gen-2-33	-47.618533	-3.401324
gen-2-138	-39.015074	-3.546825
gen-2-136	-65.983269	-3.299163
gen-2-74	-33.648569	-3.364857
gen-2-93	-35.070905	-2.922575
gen-2-172	-55.065842	-2.753292
gen-2-162	-29.599421	-3.288825
gen-2-193	-18.128153	-3.625631
gen-2-155	-36.037142	-3.276104
gen-2-181	-47.165189	-2.947824
gen-2-15	-63.431161	-3.523953
gen-2-46	-36.172331	-3.617233
gen-2-122	-10.620433	-2.655108
gen-2-124	-16.545389	-3.309078
gen-2-156	-56.631992	-3.146222
gen-2-152	-26.025307	-2.891701
gen-2-171	-19.149279	-2.735611
gen-2-148	-32.037595	-3.203759
gen-2-25	-36.223333	-3.293030
gen-2-26	-30.395286	-3.039529
gen-2-21	-70.362409	-3.518120
gen-2-35	-53.215593	-3.547706
gen-2-81	-30.065638	-2.733240
gen-2-0	-14.215033	-3.553758
gen-2-82	-31.962128	-2.905648
gen-2-143	-68.161719	-3.408086
gen-2-2	-38.647870	-2.576525
gen-2-42	-41.102270	-2.935876
gen-2-58	-69.666252	-3.483313
gen-2-135	-38.297573	-2.553172
gen-2-10	-48.402187	-2.689010
gen-2-6	-38.432719	-3.202727
gen-2-59	-49.173471	-3.512391
gen-2-98	-63.666337	-3.537019
gen-2-99	-61.041337	-3.391185
gen-2-60	-33.657381	-2.404099
gen-2-199	-74.204236	-3.710212
gen-2-62	-44.414544	-3.701212
gen-2-54	-56.110640	-3.740709
gen-2-49	-29.596052	-2.959605
gen-2-92	-25.777644	-2.577764
gen-2-142	-35.805216	-2.983768
gen-2-67	-36.616546	-3.051379
gen-2-17	-32.723869	-2.974897
gen-2-20	-59.523581	-3.306866
gen-2-95	-33.507944	-3.350794
gen-2-70	-35.061196	-3.506120
gen-2-34	-43.001129	-3.583427
gen-2-115	-45.839215	-3.274230
gen-2-126	-25.376086	-3.172011
gen-2-160	-18.640548	-3.106758
gen-2-22	-60.997913	-3.210416
gen-2-44	-30.027102	-2.502259
gen-2-91	-59.679585	-3.315533
gen-2-146	-27.098326	-2.463484
gen-2-71	-28.911149	-3.212350
gen-2-3	-17.347649	-2.891275
gen-2-56	-51.111894	-3.194493
gen-2-77	-34.947102	-2.329807
gen-2-184	-24.348037	-2.705337
gen-2-118	-47.405947	-3.386139
gen-2-85	-34.773054	-3.477305
gen-2-173	-19.323137	-2.760448
gen-2-125	-28.092449	-2.809245
gen-2-178	-20.755787	-3.459298
gen-2-113	-44.211924	-3.400917
gen-2-132	-26.188990	-2.909888
gen-2-110	-17.417322	-2.902887
gen-2-11	-43.081828	-3.077273
gen-2-127	-37.463792	-2.497586
gen-2-151	-61.936496	-3.440916
gen-2-55	-34.373277	-3.437328
gen-2-114	-26.364603	-2.929400
gen-2-163	-66.742845	-3.337142
gen-2-129	-7.464961	-1.866240
gen-2-18	-19.495496	-2.785071
gen-2-198	-38.177891	-3.181491
gen-2-53	-43.417944	-2.894530
gen-2-183	-27.804796	-3.089422
gen-2-116	-32.319515	-3.231952
gen-2-120	-52.896103	-2.938672
gen-2-153	-21.296473	-2.662059
gen-2-66	-38.918238	-3.538022
gen-2-31	-42.748162	-2.849877
gen-2-180	-39.293965	-2.806712
gen-2-150	-44.906334	-2.494796
gen-2-79	-21.541113	-2.692639
gen-2-179	-47.074216	-3.138281
gen-2-157	-62.160413	-3.453356
gen-2-73	-25.932845	-3.241606
gen-2-61	-12.406985	-3.101746
gen-2-96	-12.597048	-3.149262
gen-2-90	-29.867979	-2.715271
gen-2-144	-23.116583	-3.302369
