Index	e_above_hull	formation_energy	Sn_fraction
mp-0	0.259904	0.259904	1.000000
mp-1	0.004532	-0.200930	0.000000
mp-2	0.236826	0.236826	1.000000
mp-3	0.076503	0.076503	0.000000
mp-4	0.015955	-0.310790	0.222222
mp-5	0.000000	-0.029277	0.750000
mp-6	0.036203	0.036203	0.000000
mp-7	0.018755	-0.198925	0.000000
mp-8	0.000000	-0.228531	0.750000
mp-9	0.161074	0.161074	1.000000
mp-10	0.008159	-0.225283	0.000000
mp-11	0.017343	0.017343	0.000000
mp-12	0.058656	0.029379	0.750000
mp-13	0.035383	0.035383	0.000000
mp-14	0.025845	-0.149237	0.000000
mp-15	0.071857	-0.349655	0.500000
mp-16	0.056152	-0.238887	0.185185
mp-17	0.023888	0.023888	1.000000
mp-18	0.027798	-0.147284	0.000000
mp-19	0.031931	0.031931	1.000000
mp-20	0.000000	0.000000	0.000000
mp-21	0.034403	0.034403	0.000000
mp-22	0.148003	0.093863	0.250000
mp-23	0.000000	0.000000	0.000000
mp-24	0.002266	-0.246178	0.000000
mp-25	0.067872	-0.353640	0.500000
mp-26	0.000000	0.000000	1.000000
mp-27	0.074700	-0.109623	0.000000
mp-28	0.041628	0.041628	0.000000
mp-29	0.074787	0.045510	0.750000
mp-30	0.377557	0.377557	0.000000
mp-31	0.092717	-0.055493	0.000000
mp-32	0.000000	-0.365131	0.300000
mp-33	0.041484	-0.261984	0.190476
mp-34	0.079359	0.079359	1.000000
mp-35	0.253873	0.028047	0.000000
mp-36	0.025372	0.025372	0.000000
mp-37	0.021677	0.021677	0.000000
mp-38	0.042866	0.042866	0.000000
mp-39	0.903938	0.559905	0.250000
mp-40	0.099141	0.099141	0.000000
mp-41	0.002110	-0.355013	0.277778
mp-42	0.000000	-0.205462	0.000000
mp-43	0.010039	0.010039	1.000000
mp-44	0.086200	0.086200	0.000000
mp-45	0.023530	-0.030611	0.250000
mp-46	0.025160	0.025160	0.000000
mp-47	0.004533	-0.251960	0.000000
mp-48	0.014645	-0.241455	0.714286
mp-49	0.000000	-0.347112	0.250000
mp-50	0.050879	0.050879	1.000000
mp-51	0.007865	-0.258689	0.000000
mp-52	0.053252	0.053252	0.000000
mp-53	0.031620	-0.022521	0.250000
mp-54	0.030868	0.030868	0.000000
mp-55	0.004110	-0.201352	0.000000
mp-56	0.005084	-0.354899	0.285714
O-0	0.369480	0.074043	0.333333
O-1	0.310542	0.116007	0.000000
O-2	0.303095	0.054651	0.000000
O-3	0.325170	0.193859	0.000000
O-4	0.313917	0.122919	0.000000
O-5	0.436163	0.014651	0.500000
O-6	0.340157	0.165075	0.000000
O-7	0.305349	0.105255	0.000000
O-8	0.310285	0.100187	0.000000
O-9	0.344263	0.077709	0.000000
O-10	0.312901	0.097416	0.000000
O-11	0.342347	0.075792	0.000000
O-12	0.310546	0.077103	0.000000
O-13	0.341188	0.074634	0.000000
O-14	0.333804	0.100362	0.000000
O-15	0.302890	-0.052413	0.272727
O-16	0.295422	-0.031323	0.222222
O-17	0.297390	-0.049722	0.250000
a-0	0.010221	-0.164861	0.000000
a-1	0.000000	-0.248444	0.000000
a-2	0.006502	-0.260053	0.000000
a-3	0.004143	-0.170939	0.000000
a-4	0.000000	-0.233442	0.000000
a-5	0.009670	-0.223772	0.000000
a-6	0.000000	-0.266555	0.000000
a-7	0.071821	-0.349691	0.500000
a-8	0.000000	-0.303468	0.190476
a-9	0.000000	-0.421512	0.500000
gen-1-0	0.057430	-0.248598	0.166667
gen-1-1	0.033045	-0.204806	0.052632
gen-1-2	0.043731	-0.315798	0.300000
gen-1-3	0.018904	-0.230585	0.083333
gen-1-4	0.089719	-0.260413	0.266667
gen-1-5	0.075665	-0.186532	0.076923
gen-1-6	0.030766	-0.256648	0.111111
gen-1-7	0.046422	-0.315609	0.550000
gen-1-8	0.017731	-0.264712	0.125000
gen-1-9	0.032080	-0.340114	0.333333
gen-1-10	0.013855	-0.278526	0.083333
gen-1-11	0.027772	-0.329331	0.285714
gen-1-12	0.044111	-0.304591	0.250000
gen-1-13	0.046838	-0.312691	0.300000
gen-1-14	0.033349	-0.310684	0.250000
gen-1-15	0.002459	-0.279930	0.100000
gen-1-16	0.043966	-0.225113	0.090909
gen-1-17	0.031943	-0.325160	0.285714
gen-1-18	0.055240	-0.288793	0.250000
gen-1-19	0.016223	-0.255794	0.083333
gen-1-20	0.074849	-0.305675	0.363636
