Index	e_above_hull	formation_energy	Sn_fraction
mp-0	0.000338	0.000338	1.000000
mp-1	0.000000	-0.188412	0.000000
mp-2	0.000000	0.000000	1.000000
mp-3	0.219908	0.219908	0.000000
mp-4	0.096193	-0.295787	0.222222
mp-5	0.253895	0.253895	0.750000
mp-6	0.048885	0.048885	0.000000
mp-7	0.094532	-0.125453	0.000000
mp-8	0.134851	-0.041914	0.750000
mp-9	0.376276	0.376276	1.000000
mp-10	0.000000	-0.293817	0.000000
mp-11	0.008217	0.008217	0.000000
mp-12	0.010916	0.010916	0.750000
mp-13	0.004475	0.004475	0.000000
mp-14	0.013638	-0.218538	0.000000
mp-15	0.012817	-0.340715	0.500000
mp-16	0.002043	-0.338555	0.185185
mp-17	0.004237	0.004237	1.000000
mp-18	0.013588	-0.218588	0.000000
mp-19	0.003837	0.003837	1.000000
mp-20	0.000000	0.000000	0.000000
mp-21	0.004600	0.004600	0.000000
mp-22	0.020947	0.020947	0.250000
mp-23	0.000000	0.000000	0.000000
mp-24	0.070689	-0.246551	0.000000
mp-25	0.099456	-0.254075	0.500000
mp-26	0.143000	0.143000	1.000000
mp-27	0.138862	-0.028616	0.000000
mp-28	0.200193	0.200193	0.000000
mp-29	0.258981	0.258981	0.750000
mp-30	0.268012	0.268012	0.000000
mp-31	0.159145	0.026148	0.000000
mp-32	0.094681	-0.310193	0.300000
mp-33	0.095273	-0.255056	0.190476
mp-34	0.319648	0.319648	1.000000
mp-35	0.266342	0.025308	0.000000
mp-36	0.194782	0.194782	0.000000
mp-37	0.202705	0.202705	0.000000
mp-38	0.053994	0.053994	0.000000
mp-39	1.185738	0.850596	0.250000
mp-40	0.088680	0.088680	0.000000
mp-41	0.100087	-0.310491	0.277778
mp-42	0.110162	-0.078250	0.000000
mp-43	0.331431	0.331431	1.000000
mp-44	0.218898	0.218898	0.000000
mp-45	0.197279	0.197279	0.250000
mp-46	0.044447	0.044447	0.000000
mp-47	0.067203	-0.241819	0.000000
mp-48	0.104925	-0.097093	0.714286
mp-49	0.092481	-0.317241	0.250000
mp-50	0.187675	0.187675	1.000000
