Index	e_above_hull	formation_energy	Li_fraction	Ga_fraction	Sn_fraction
mp-0	0.228638	0.228638	0.000000	0.000000	1.000000
mp-1	0.002720	-0.220396	0.250000	0.750000	0.000000
mp-2	0.233192	0.233192	0.000000	0.000000	1.000000
mp-3	0.040482	0.040482	0.000000	1.000000	0.000000
mp-4	0.096193	-0.359598	0.777778	0.000000	0.222222
mp-5	0.101789	0.101789	0.000000	0.250000	0.750000
mp-6	0.007699	0.007699	1.000000	0.000000	0.000000
mp-7	0.000000	-0.263407	0.300000	0.700000	0.000000
mp-8	0.056301	-0.159461	0.250000	0.000000	0.750000
mp-9	0.233276	0.233276	0.000000	0.000000	1.000000
mp-10	0.064590	-0.316467	0.666667	0.333333	0.000000
mp-11	0.024800	0.024800	0.000000	1.000000	0.000000
mp-12	0.107730	0.107730	0.000000	0.250000	0.750000
mp-13	0.007631	0.007631	1.000000	0.000000	0.000000
mp-14	0.083912	-0.224009	0.750000	0.250000	0.000000
mp-15	0.087846	-0.343677	0.500000	0.000000	0.500000
mp-16	0.082875	-0.296951	0.814815	0.000000	0.185185
mp-17	0.195136	0.195136	0.000000	0.000000	1.000000
mp-18	0.084013	-0.223908	0.750000	0.250000	0.000000
mp-19	0.199377	0.199377	0.000000	0.000000	1.000000
mp-20	0.006077	0.006077	0.000000	1.000000	0.000000
mp-21	0.007666	0.007666	1.000000	0.000000	0.000000
mp-22	0.050990	0.050990	0.000000	0.750000	0.250000
mp-23	0.000000	0.000000	1.000000	0.000000	0.000000
mp-24	0.070689	-0.343032	0.600000	0.400000	0.000000
mp-25	0.085356	-0.346167	0.500000	0.000000	0.500000
mp-26	0.000000	0.000000	0.000000	0.000000	1.000000
mp-27	0.021003	-0.177322	0.222222	0.777778	0.000000
mp-28	0.020768	0.020768	0.000000	1.000000	0.000000
mp-29	0.106875	0.106875	0.000000	0.250000	0.750000
mp-30	0.226827	0.226827	1.000000	0.000000	0.000000
mp-31	0.028611	-0.128882	0.176471	0.823529	0.000000
mp-32	0.092989	-0.381922	0.700000	0.000000	0.300000
mp-33	0.075045	-0.315633	0.809524	0.000000	0.190476
mp-34	0.176648	0.176648	0.000000	0.000000	1.000000
mp-35	0.179644	-0.108037	0.333333	0.666667	0.000000
mp-36	0.015357	0.015357	0.000000	1.000000	0.000000
mp-37	0.023280	0.023280	0.000000	1.000000	0.000000
mp-38	0.012809	0.012809	1.000000	0.000000	0.000000
mp-39	1.183645	0.749398	0.500000	0.250000	0.250000
mp-40	0.047495	0.047495	1.000000	0.000000	0.000000
mp-41	0.099774	-0.379958	0.722222	0.000000	0.277778
mp-42	0.000000	-0.223116	0.250000	0.750000	0.000000
mp-43	0.188431	0.188431	0.000000	0.000000	1.000000
mp-44	0.039472	0.039472	0.000000	1.000000	0.000000
mp-45	0.026960	0.026960	0.000000	0.750000	0.250000
mp-46	0.003262	0.003262	1.000000	0.000000	0.000000
mp-47	0.067203	-0.344444	0.555556	0.444444	0.000000
mp-48	0.035582	-0.211002	0.285714	0.000000	0.714286
mp-49	0.092481	-0.383879	0.750000	0.000000	0.250000
mp-50	0.044673	0.044673	0.000000	0.000000	1.000000
mp-51	0.062011	-0.347044	0.500000	0.500000	0.000000
mp-52	0.030293	0.030293	0.000000	1.000000	0.000000
mp-53	0.035003	0.035003	0.000000	0.750000	0.250000
mp-54	0.007329	0.007329	1.000000	0.000000	0.000000
mp-55	0.009185	-0.213930	0.250000	0.750000	0.000000
mp-56	0.102629	-0.375381	0.714286	0.000000	0.285714
O-0	0.000000	-0.410166	0.333333	0.333333	0.333333
O-1	0.003592	-0.333643	0.722222	0.277778	0.000000
O-2	0.000000	-0.413721	0.600000	0.400000	0.000000
O-3	0.000000	-0.241964	0.812500	0.187500	0.000000
O-4	0.005947	-0.325958	0.727273	0.272727	0.000000
O-5	0.000000	-0.431523	0.500000	0.000000	0.500000
O-6	0.027601	-0.280320	0.750000	0.250000	0.000000
O-7	0.000000	-0.345611	0.714286	0.285714	0.000000
O-8	0.003378	-0.352867	0.700000	0.300000	0.000000
O-9	0.003075	-0.405980	0.500000	0.500000	0.000000
O-10	0.005154	-0.356817	0.692308	0.307692	0.000000
O-11	0.001158	-0.407897	0.500000	0.500000	0.000000
O-12	0.000000	-0.381057	0.666667	0.333333	0.000000
O-13	0.000000	-0.409055	0.500000	0.500000	0.000000
O-14	0.023258	-0.357798	0.666667	0.333333	0.000000
O-15	0.000000	-0.480827	0.727273	0.000000	0.272727
O-16	0.000000	-0.455791	0.777778	0.000000	0.222222
O-17	0.000000	-0.476360	0.750000	0.000000	0.250000
a-0	0.058875	-0.249046	0.750000	0.250000	0.000000
a-1	0.069510	-0.344211	0.600000	0.400000	0.000000
a-2	0.046393	-0.362663	0.500000	0.500000	0.000000
a-3	0.061811	-0.246110	0.750000	0.250000	0.000000
a-4	0.062122	-0.318934	0.666667	0.333333	0.000000
a-5	0.064762	-0.316294	0.666667	0.333333	0.000000
a-6	0.039993	-0.369062	0.500000	0.500000	0.000000
a-7	0.081071	-0.350453	0.500000	0.000000	0.500000
a-8	0.020384	-0.370294	0.809524	0.000000	0.190476
a-9	0.012203	-0.419320	0.500000	0.000000	0.500000
gen-1-0	0.138777	-0.298331	0.750000	0.083333	0.166667
gen-1-1	0.045543	-0.248702	0.315789	0.631579	0.052632
gen-1-2	0.111308	-0.327978	0.500000	0.200000	0.300000
gen-1-3	0.072433	-0.301932	0.750000	0.166667	0.083333
gen-1-4	0.125639	-0.316784	0.533333	0.200000	0.266667
gen-1-5	0.102450	-0.250842	0.384615	0.538462	0.076923
gen-1-6	0.118139	-0.291286	0.444444	0.444444	0.111111
gen-1-7	0.098785	-0.264806	0.400000	0.050000	0.550000
gen-1-8	0.107047	-0.300540	0.750000	0.125000	0.125000
gen-1-9	0.096819	-0.356482	0.583333	0.083333	0.333333
gen-1-10	0.081423	-0.336029	0.500000	0.416667	0.083333
gen-1-11	0.107439	-0.344327	0.571429	0.142857	0.285714
gen-1-12	0.117978	-0.348748	0.666667	0.083333	0.250000
gen-1-13	0.116578	-0.322707	0.500000	0.200000	0.300000
gen-1-14	0.105799	-0.328448	0.500000	0.250000	0.250000
gen-1-15	0.084130	-0.338723	0.700000	0.200000	0.100000
gen-1-16	0.105480	-0.294872	0.727273	0.181818	0.090909
gen-1-17	0.117014	-0.334751	0.571429	0.142857	0.285714
gen-1-18	0.114950	-0.319298	0.500000	0.250000	0.250000
gen-1-19	0.075017	-0.303972	0.416667	0.500000	0.083333
gen-1-20	0.118567	-0.326853	0.545455	0.090909	0.363636
gen-1-21	0.179067	-0.231098	0.333333	0.333333	0.333333
gen-1-22	0.049539	-0.032495	0.066667	0.800000	0.133333
gen-1-23	0.120772	-0.333440	0.666667	0.166667	0.166667
