Index	e_above_hull	formation_energy	Li_fraction	Ga_fraction	Sn_fraction
O-8	0.003378	-0.297582	0.700000	0.300000	0.000000
O-9	0.005465	-0.345239	0.500000	0.500000	0.000000
O-10	0.005154	-0.301321	0.692308	0.307692	0.000000
O-11	0.003549	-0.347155	0.500000	0.500000	0.000000
O-12	0.000000	-0.324862	0.666667	0.333333	0.000000
O-13	0.002390	-0.348314	0.500000	0.500000	0.000000
O-14	0.023258	-0.301604	0.666667	0.333333	0.000000
O-15	0.000000	-0.429514	0.727273	0.000000	0.272727
O-16	0.000000	-0.405258	0.777778	0.000000	0.222222
O-17	0.000000	-0.425399	0.750000	0.000000	0.250000
a-0	0.020553	-0.233822	0.750000	0.250000	0.000000
a-1	0.028404	-0.327304	0.600000	0.400000	0.000000
a-2	0.006344	-0.344360	0.500000	0.500000	0.000000
a-3	0.021763	-0.232613	0.750000	0.250000	0.000000
a-4	0.021168	-0.303694	0.666667	0.333333	0.000000
a-5	0.025113	-0.299749	0.666667	0.333333	0.000000
a-6	0.000000	-0.350704	0.500000	0.500000	0.000000
a-7	0.069115	-0.351900	0.500000	0.000000	0.500000
a-8	0.000000	-0.357531	0.809524	0.000000	0.190476
a-9	0.000000	-0.421015	0.500000	0.000000	0.500000
gen-1-0	0.095402	-0.289757	0.750000	0.083333	0.166667
gen-1-1	0.031073	-0.242238	0.315789	0.631579	0.052632
gen-1-2	0.065527	-0.327364	0.500000	0.200000	0.300000
gen-1-3	0.035346	-0.289175	0.750000	0.166667	0.083333
gen-1-4	0.083965	-0.310172	0.533333	0.200000	0.266667
gen-1-5	0.072762	-0.240215	0.384615	0.538462	0.076923
gen-1-6	0.063616	-0.286461	0.444444	0.444444	0.111111
gen-1-7	0.070891	-0.276143	0.400000	0.050000	0.550000
gen-1-8	0.059930	-0.295216	0.750000	0.125000	0.125000
gen-1-9	0.057835	-0.354578	0.583333	0.083333	0.333333
gen-1-10	0.035820	-0.326603	0.500000	0.416667	0.083333
gen-1-11	0.060990	-0.342608	0.571429	0.142857	0.285714
gen-1-12	0.074767	-0.340763	0.666667	0.083333	0.250000
gen-1-13	0.070814	-0.322076	0.500000	0.200000	0.300000
gen-1-14	0.059573	-0.326287	0.500000	0.250000	0.250000
gen-1-15	0.040245	-0.328507	0.700000	0.200000	0.100000
gen-1-16	0.064585	-0.282301	0.727273	0.181818	0.090909
gen-1-17	0.069643	-0.333954	0.571429	0.142857	0.285714
gen-1-18	0.070919	-0.314941	0.500000	0.250000	0.250000
gen-1-19	0.033628	-0.296405	0.416667	0.500000	0.083333
gen-1-20	0.085180	-0.324751	0.545455	0.090909	0.363636
gen-1-21	0.120112	-0.228711	0.333333	0.333333	0.333333
gen-1-22	0.025500	-0.044944	0.066667	0.800000	0.133333
gen-1-23	0.078117	-0.322384	0.666667	0.166667	0.166667
gen-1-24	0.064672	-0.318837	0.571429	0.285714	0.142857
gen-1-25	0.069000	-0.304100	0.733333	0.133333	0.133333
gen-1-26	0.040611	-0.347441	0.625000	0.250000	0.125000
gen-1-27	0.051341	-0.268357	0.375000	0.500000	0.125000
gen-1-28	0.079814	-0.308729	0.454545	0.181818	0.363636
gen-1-29	0.065610	-0.243753	0.333333	0.500000	0.166667
gen-1-30	0.058260	-0.271773	0.416667	0.500000	0.083333
gen-1-31	0.084628	-0.332762	0.692308	0.076923	0.230769
gen-1-32	0.059499	-0.324532	0.555556	0.277778	0.166667
gen-1-33	0.065979	-0.319881	0.500000	0.250000	0.250000
gen-1-34	0.036625	-0.169272	0.842105	0.105263	0.052632
gen-1-35	0.072903	-0.276673	0.400000	0.400000	0.200000
gen-1-36	0.073713	-0.275111	0.333333	0.333333	0.333333
gen-1-37	0.110743	-0.238081	0.333333	0.333333	0.333333
gen-1-38	0.101325	-0.230462	0.333333	0.250000	0.416667
gen-1-39	0.062038	-0.213464	0.300000	0.600000	0.100000
gen-1-40	0.061137	-0.288439	0.400000	0.400000	0.200000
gen-1-41	0.071767	-0.325811	0.500000	0.166667	0.333333
gen-1-42	0.058681	-0.348787	0.555556	0.111111	0.333333
gen-1-43	0.068740	-0.341953	0.600000	0.100000	0.300000
gen-1-44	0.056446	-0.313745	0.526316	0.368421	0.105263
gen-1-45	0.089145	-0.290886	0.428571	0.214286	0.357143
gen-1-46	0.048467	-0.319815	0.500000	0.375000	0.125000
gen-1-47	0.104766	-0.258872	0.400000	0.300000	0.300000
gen-1-48	0.043980	0.041944	0.000000	0.800000	0.200000
gen-1-49	0.110076	-0.212440	0.333333	0.444444	0.222222
gen-1-50	0.058685	-0.327175	0.500000	0.250000	0.250000
gen-1-51	0.052203	-0.273697	0.400000	0.500000	0.100000
gen-1-52	0.064167	-0.285731	0.428571	0.428571	0.142857
gen-1-53	0.134999	-0.213824	0.333333	0.333333	0.333333
gen-1-54	0.050155	-0.319928	0.611111	0.333333	0.055556
gen-1-55	0.045131	-0.251079	0.333333	0.555556	0.111111
gen-1-56	0.081405	-0.299922	0.444444	0.222222	0.333333
gen-1-57	0.059215	-0.250148	0.333333	0.500000	0.166667
gen-1-58	0.081877	-0.227486	0.333333	0.500000	0.166667
gen-1-59	0.048693	-0.347937	0.600000	0.200000	0.200000
gen-1-60	0.040647	-0.322143	0.526316	0.421053	0.052632
gen-1-61	0.053945	-0.317635	0.545455	0.363636	0.090909
gen-1-62	0.049807	-0.358305	0.625000	0.125000	0.250000
gen-1-63	0.070549	-0.330772	0.727273	0.090909	0.181818
gen-1-64	0.062807	-0.337740	0.636364	0.181818	0.181818
gen-1-65	0.077416	-0.285559	0.454545	0.363636	0.181818
gen-1-66	0.070546	-0.341077	0.666667	0.111111	0.222222
gen-1-67	0.043334	-0.357167	0.666667	0.166667	0.166667
gen-1-68	0.057388	-0.246005	0.333333	0.111111	0.555556
gen-1-69	0.086770	-0.309861	0.600000	0.200000	0.200000
gen-1-70	0.009366	-0.213147	0.250000	0.750000	0.000000
gen-1-71	0.078309	-0.322191	0.666667	0.166667	0.166667
gen-1-72	0.042254	-0.333349	0.583333	0.333333	0.083333
gen-1-73	0.065157	-0.331473	0.600000	0.200000	0.200000
gen-1-74	0.081672	-0.318828	0.666667	0.166667	0.166667
gen-1-75	0.067708	-0.316323	0.555556	0.277778	0.166667
gen-1-76	0.074451	-0.334846	0.500000	0.083333	0.416667
gen-1-77	0.043795	-0.330347	0.500000	0.333333	0.166667
gen-1-78	0.101987	-0.159630	0.250000	0.500000	0.250000
gen-1-79	0.062863	-0.322996	0.500000	0.250000	0.250000
gen-1-80	0.036788	-0.331494	0.500000	0.375000	0.125000
gen-1-81	0.071040	-0.332398	0.500000	0.125000	0.375000
gen-1-82	0.041116	-0.321307	0.500000	0.416667	0.083333
gen-1-83	0.049638	-0.365891	0.666667	0.083333	0.250000
gen-1-84	0.029211	-0.294559	0.444444	0.555556	0.000000
gen-1-85	0.060752	-0.332635	0.642857	0.214286	0.142857
gen-1-86	0.068051	-0.303182	0.450000	0.300000	0.250000
gen-1-87	0.083557	-0.321975	0.650000	0.150000	0.200000
gen-1-88	0.067393	-0.333301	0.583333	0.166667	0.250000
gen-1-89	0.056508	-0.322321	0.500000	0.300000	0.200000
gen-1-90	0.075985	-0.327452	0.500000	0.125000	0.375000
gen-1-91	0.050422	-0.312000	0.500000	0.416667	0.083333
gen-1-92	0.065489	-0.336303	0.550000	0.150000	0.300000
gen-1-93	0.068174	-0.349550	0.600000	0.050000	0.350000
gen-1-94	0.085178	-0.300682	0.500000	0.250000	0.250000
gen-1-95	0.067573	-0.341973	0.611111	0.111111	0.277778
gen-1-96	0.088611	-0.268645	0.400000	0.100000	0.500000
gen-1-97	0.105901	-0.242923	0.333333	0.333333	0.333333
gen-1-98	0.044749	-0.320018	0.500000	0.400000	0.100000
gen-1-99	0.071174	-0.309991	0.437500	0.062500	0.500000
gen-1-100	0.092430	-0.117882	0.200000	0.500000	0.300000
gen-1-101	0.056938	-0.328921	0.500000	0.250000	0.250000
gen-1-102	0.073075	-0.324503	0.500000	0.166667	0.333333
gen-1-103	0.062704	-0.316125	0.500000	0.300000	0.200000
gen-1-104	0.049656	-0.354040	0.615385	0.153846	0.230769
gen-1-105	0.062144	-0.287432	0.400000	0.400000	0.200000
gen-1-106	0.050225	-0.323916	0.500000	0.333333	0.166667
gen-1-107	0.064097	-0.321763	0.500000	0.250000	0.250000
gen-1-108	0.059790	-0.264731	0.750000	0.166667	0.083333
gen-1-109	0.034653	-0.333629	0.500000	0.375000	0.125000
gen-1-110	0.052237	-0.276302	0.375000	0.062500	0.562500
gen-1-111	0.050847	-0.320950	0.500000	0.350000	0.150000
gen-1-112	0.066984	-0.316100	0.650000	0.250000	0.100000
gen-1-113	0.080713	-0.308263	0.583333	0.250000	0.166667
gen-1-114	0.084214	-0.279857	0.400000	0.133333	0.466667
gen-1-115	0.000000	-0.269903	0.333333	0.666667	0.000000
gen-1-116	0.067866	-0.323977	0.555556	0.222222	0.222222
gen-1-117	0.089484	-0.219879	0.333333	0.500000	0.166667
gen-1-118	0.112756	-0.236067	0.333333	0.333333	0.333333
gen-1-119	0.065465	-0.346159	0.666667	0.111111	0.222222
gen-1-120	0.065605	-0.249664	0.357143	0.500000	0.142857
gen-1-121	0.080889	-0.322708	0.571429	0.142857	0.285714
gen-1-122	0.046663	-0.327478	0.500000	0.333333	0.166667
gen-1-123	0.079203	-0.312640	0.555556	0.222222	0.222222
gen-1-124	0.100742	-0.265511	0.411765	0.294118	0.294118
gen-1-125	0.042403	-0.243284	0.333333	0.600000	0.066667
gen-1-126	0.127458	-0.221365	0.333333	0.333333	0.333333
gen-1-127	0.091254	-0.218109	0.333333	0.500000	0.166667
gen-1-128	0.056248	-0.340738	0.562500	0.187500	0.250000
gen-1-129	0.053454	-0.322764	0.555556	0.333333	0.111111
gen-1-130	0.084131	-0.281571	0.444444	0.333333	0.222222
gen-1-131	0.067624	-0.343069	0.600000	0.100000	0.300000
gen-1-132	0.068140	-0.328490	0.600000	0.200000	0.200000
gen-1-133	0.082329	-0.317593	0.500000	0.150000	0.350000
gen-1-134	0.071205	-0.290277	0.416667	0.333333	0.250000
gen-1-135	0.005458	-0.105799	0.125000	0.875000	0.000000
gen-1-136	0.080008	-0.320687	0.583333	0.166667	0.250000
gen-1-137	0.067885	-0.299998	0.416667	0.083333	0.500000
gen-1-138	0.079703	-0.270060	0.416667	0.416667	0.166667
gen-1-139	0.078564	-0.325034	0.571429	0.142857	0.285714
gen-1-140	0.066880	-0.318979	0.500000	0.250000	0.250000
gen-1-141	0.079053	-0.316917	0.722222	0.111111	0.166667
gen-1-142	0.034502	-0.070145	0.100000	0.800000	0.100000
gen-1-143	0.068431	-0.328717	0.545455	0.181818	0.272727
gen-1-144	0.050977	-0.345653	0.600000	0.200000	0.200000
gen-1-145	0.074449	-0.336243	0.600000	0.100000	0.300000
gen-1-146	0.109399	-0.218242	0.363636	0.454545	0.181818
gen-1-147	0.063818	-0.339779	0.571429	0.142857	0.285714
gen-1-148	0.102119	-0.247457	0.400000	0.400000	0.200000
gen-1-149	0.032221	-0.257600	0.350000	0.600000	0.050000
gen-1-150	0.057662	-0.349806	0.555556	0.111111	0.333333
gen-1-151	0.058020	-0.325489	0.571429	0.285714	0.142857
gen-1-152	0.046787	-0.378612	0.750000	0.000000	0.250000
gen-1-153	0.060790	-0.288786	0.400000	0.400000	0.200000
gen-1-154	0.072436	-0.313424	0.500000	0.250000	0.250000
gen-1-155	0.072896	-0.330541	0.500000	0.125000	0.375000
gen-1-156	0.063041	-0.315787	0.500000	0.300000	0.200000
gen-1-157	0.072268	-0.348747	0.500000	0.000000	0.500000
gen-1-158	0.021557	-0.099476	0.125000	0.812500	0.062500
gen-1-159	0.080588	-0.269175	0.416667	0.416667	0.166667
gen-1-160	0.089731	-0.260168	0.428571	0.428571	0.142857
gen-1-161	0.032464	-0.318240	0.500000	0.500000	0.000000
gen-1-162	0.127010	-0.221814	0.333333	0.333333	0.333333
gen-1-163	0.004532	-0.173478	0.200000	0.800000	0.000000
gen-1-164	0.067013	-0.318847	0.500000	0.250000	0.250000
gen-1-165	0.080774	-0.322823	0.571429	0.142857	0.285714
gen-1-166	0.074536	-0.319602	0.533333	0.200000	0.266667
gen-1-167	0.073722	-0.329790	0.533333	0.133333	0.333333
gen-1-168	0.084262	-0.265502	0.416667	0.416667	0.166667
gen-1-169	0.061517	-0.318623	0.636364	0.272727	0.090909
gen-1-170	0.073944	-0.274879	0.333333	0.333333	0.333333
gen-1-171	0.067692	-0.318167	0.500000	0.250000	0.250000
gen-1-172	0.071687	-0.277889	0.400000	0.400000	0.200000
gen-1-173	0.041840	-0.231213	0.300000	0.100000	0.600000
gen-1-174	0.063690	-0.328154	0.555556	0.222222	0.222222
gen-1-175	0.078247	-0.307347	0.444444	0.055556	0.500000
gen-1-176	0.075972	-0.313004	0.583333	0.250000	0.166667
gen-1-177	0.128915	-0.219908	0.333333	0.333333	0.333333
gen-1-178	0.074658	-0.331117	0.562500	0.125000	0.312500
gen-1-179	0.060375	-0.355154	0.666667	0.083333	0.250000
gen-1-180	0.070528	-0.338769	0.500000	0.083333	0.416667
gen-1-181	0.037005	-0.261352	0.357143	0.571429	0.071429
gen-1-182	0.073177	-0.312683	0.500000	0.250000	0.250000
gen-1-183	0.054487	-0.342499	0.562500	0.187500	0.250000
gen-1-184	0.079754	-0.341261	0.500000	0.000000	0.500000
gen-1-185	0.079883	-0.290104	0.428571	0.285714	0.285714
gen-1-186	0.064184	-0.296903	0.461538	0.384615	0.153846
gen-1-187	0.008526	-0.139816	0.166667	0.833333	0.000000
gen-1-188	0.065409	-0.284354	0.416667	0.416667	0.166667
gen-1-189	0.065905	-0.331673	0.500000	0.166667	0.333333
gen-1-190	0.048843	-0.347788	0.600000	0.200000	0.200000
gen-1-191	0.038398	-0.263825	0.400000	0.600000	0.000000
gen-1-192	0.134121	-0.214702	0.333333	0.333333	0.333333
gen-1-193	0.068723	-0.296979	0.444444	0.333333	0.222222
gen-1-194	0.082201	-0.276586	0.437500	0.375000	0.187500
gen-1-195	0.081086	-0.306476	0.714286	0.142857	0.142857
gen-1-196	0.057941	-0.251422	0.333333	0.500000	0.166667
gen-1-197	0.043917	-0.320509	0.777778	0.055556	0.166667
gen-1-198	0.050757	-0.320036	0.500000	0.357143	0.142857
gen-2-0	0.021469	-0.048295	0.066667	0.866667	0.066667
gen-2-1	0.050373	-0.323768	0.500000	0.333333	0.166667
gen-2-2	0.078354	-0.271222	0.400000	0.400000	0.200000
gen-2-3	0.078906	-0.230457	0.333333	0.500000	0.166667
gen-2-4	0.056740	-0.331311	0.625000	0.250000	0.125000
gen-2-5	0.054650	-0.270241	0.421053	0.526316	0.052632
gen-2-6	0.104670	-0.217847	0.333333	0.444444	0.222222
gen-2-7	0.079952	-0.320595	0.636364	0.181818	0.181818
gen-2-8	0.058577	-0.271456	0.416667	0.500000	0.083333
gen-2-9	0.029318	-0.041125	0.066667	0.800000	0.133333
gen-2-10	0.048724	-0.313698	0.500000	0.416667	0.083333
gen-2-11	0.000000	0.000000	0.000000	1.000000	0.000000
gen-2-12	0.117733	-0.231090	0.333333	0.333333	0.333333
gen-2-13	0.078801	-0.307059	0.500000	0.250000	0.250000
gen-2-14	0.056345	-0.355278	0.666667	0.111111	0.222222
gen-2-15	0.063412	-0.315417	0.500000	0.300000	0.200000
gen-2-16	0.072963	-0.327537	0.666667	0.166667	0.166667
gen-2-17	0.083443	-0.314135	0.500000	0.166667	0.333333
gen-2-18	0.063011	-0.278306	0.375000	0.125000	0.500000
gen-2-19	0.078325	-0.330173	0.666667	0.133333	0.200000
gen-2-20	0.070426	-0.327152	0.500000	0.166667	0.333333
gen-2-21	0.032670	-0.083605	0.111111	0.777778	0.111111
gen-2-22	0.082552	-0.305991	0.454545	0.181818	0.363636
gen-2-23	0.103610	-0.225483	0.333333	0.416667	0.250000
gen-2-24	0.042733	-0.325549	0.500000	0.375000	0.125000
gen-2-25	0.074598	-0.337025	0.666667	0.111111	0.222222
gen-2-26	0.087107	-0.174511	0.250000	0.250000	0.500000
gen-2-27	0.072200	-0.314482	0.666667	0.222222	0.111111
gen-2-28	0.106036	-0.279823	0.500000	0.250000	0.250000
gen-2-29	0.088104	-0.246392	0.375000	0.437500	0.187500
gen-2-30	0.070751	-0.336202	0.500000	0.100000	0.400000
gen-2-31	0.060071	-0.289505	0.400000	0.400000	0.200000
gen-2-32	0.059470	0.058197	0.000000	0.875000	0.125000
gen-2-33	0.052129	-0.348565	0.583333	0.166667	0.250000
gen-2-34	0.030071	-0.325637	0.600000	0.400000	0.000000
gen-2-35	0.076710	-0.323790	0.666667	0.166667	0.166667
gen-2-36	0.063846	-0.330914	0.550000	0.200000	0.250000
gen-2-37	0.082970	-0.290231	0.416667	0.250000	0.333333
gen-2-38	0.085985	-0.257379	0.363636	0.181818	0.454545
gen-2-39	0.074150	-0.318741	0.500000	0.200000	0.300000
gen-2-40	0.063144	-0.251607	0.333333	0.166667	0.500000
gen-2-41	0.103307	-0.282553	0.500000	0.250000	0.250000
gen-2-42	0.044011	-0.262107	0.363636	0.545455	0.090909
gen-2-43	0.061253	-0.324607	0.500000	0.250000	0.250000
gen-2-44	0.066263	-0.344429	0.600000	0.100000	0.300000
gen-2-45	0.065936	-0.325907	0.555556	0.222222	0.222222
gen-2-46	0.075107	-0.332361	0.555556	0.111111	0.333333
gen-2-47	0.077263	-0.334360	0.666667	0.111111	0.222222
gen-2-48	0.046888	-0.328714	0.583333	0.333333	0.083333
gen-2-49	0.080612	-0.340403	0.500000	0.000000	0.500000
gen-2-50	0.064677	-0.338921	0.571429	0.142857	0.285714
gen-2-51	0.080417	-0.307145	0.714286	0.142857	0.142857
gen-2-52	0.097302	-0.112671	0.200000	0.400000	0.400000
gen-2-53	0.090548	-0.273090	0.400000	0.300000	0.300000
gen-2-54	0.053045	-0.335152	0.562500	0.250000	0.187500
gen-2-55	0.072031	-0.255610	0.363636	0.454545	0.181818
gen-2-56	0.062511	-0.353802	0.642857	0.071429	0.285714
gen-2-57	0.052755	-0.342766	0.650000	0.200000	0.150000
gen-2-58	0.079187	-0.283788	0.454545	0.363636	0.181818
gen-2-59	0.081886	-0.267408	0.375000	0.375000	0.250000
gen-2-60	0.002635	-0.219878	0.250000	0.750000	0.000000
gen-2-61	0.041178	-0.342331	0.571429	0.285714	0.142857
gen-2-62	0.049927	-0.280107	0.416667	0.500000	0.083333
gen-2-63	0.025106	-0.244797	0.333333	0.666667	0.000000
gen-2-64	0.104213	-0.244610	0.333333	0.333333	0.333333
gen-2-65	0.061111	-0.242281	0.333333	0.111111	0.555556
gen-2-66	0.047140	-0.278760	0.400000	0.500000	0.100000
gen-2-67	0.046940	-0.359328	0.642857	0.142857	0.214286
gen-2-68	0.058396	-0.345265	0.600000	0.150000	0.250000
gen-2-69	0.066549	-0.283214	0.416667	0.416667	0.166667
gen-2-70	0.064528	-0.321331	0.500000	0.250000	0.250000
gen-2-71	0.065786	-0.284291	0.444444	0.444444	0.111111
gen-2-72	0.065186	-0.328367	0.571429	0.214286	0.214286
gen-2-73	0.104731	-0.244093	0.333333	0.333333	0.333333
gen-2-74	0.071954	-0.334314	0.642857	0.142857	0.214286
gen-2-75	0.061113	-0.330730	0.555556	0.222222	0.222222
gen-2-76	0.090323	-0.279664	0.428571	0.285714	0.285714
gen-2-77	0.066200	-0.350899	0.722222	0.055556	0.222222
gen-2-78	0.080830	-0.328467	0.500000	0.083333	0.416667
gen-2-79	0.037740	-0.351236	0.583333	0.250000	0.166667
gen-2-80	0.057421	-0.316720	0.500000	0.333333	0.166667
gen-2-81	0.077352	-0.193829	0.272727	0.545455	0.181818
gen-2-82	0.080456	-0.325812	0.642857	0.142857	0.214286
gen-2-83	0.074412	-0.329025	0.500000	0.125000	0.375000
gen-2-84	0.064236	-0.250515	0.333333	0.166667	0.500000
gen-2-85	0.061882	-0.313720	0.583333	0.333333	0.083333
gen-2-86	0.070023	-0.327555	0.500000	0.166667	0.333333
gen-2-87	0.013904	0.013904	0.000000	1.000000	0.000000
gen-2-88	0.072928	-0.292774	0.444444	0.333333	0.222222
gen-2-89	0.059430	-0.326429	0.500000	0.250000	0.250000
gen-2-90	0.063810	-0.300956	0.500000	0.400000	0.100000
gen-2-91	0.048372	-0.352129	0.666667	0.166667	0.166667
gen-2-92	0.007714	-0.244989	0.300000	0.700000	0.000000
gen-2-93	0.063736	-0.346957	0.600000	0.100000	0.300000
gen-2-94	0.081603	-0.318898	0.666667	0.166667	0.166667
gen-2-95	0.052871	-0.347823	0.583333	0.166667	0.250000
gen-2-96	0.000000	-0.002545	0.000000	0.750000	0.250000
gen-2-97	0.046528	-0.353973	0.666667	0.166667	0.166667
gen-2-98	0.074352	-0.338061	0.583333	0.083333	0.333333
gen-2-99	0.060423	-0.325436	0.500000	0.250000	0.250000
gen-2-100	0.051455	-0.342466	0.611111	0.222222	0.166667
gen-2-101	0.127304	-0.221520	0.333333	0.333333	0.333333
gen-2-102	0.094720	-0.270982	0.444444	0.333333	0.222222
gen-2-103	0.078295	-0.313548	0.555556	0.222222	0.222222
gen-2-104	0.040523	-0.249110	0.333333	0.583333	0.083333
gen-2-105	0.060428	-0.336202	0.600000	0.200000	0.200000
gen-2-106	0.059907	-0.325953	0.500000	0.250000	0.250000
gen-2-107	0.062249	-0.338446	0.583333	0.166667	0.250000
gen-2-108	0.052413	-0.348282	0.583333	0.166667	0.250000
gen-2-109	0.067700	-0.253916	0.777778	0.111111	0.111111
gen-2-110	0.067505	-0.325386	0.500000	0.200000	0.300000
gen-2-111	0.057434	-0.321394	0.500000	0.300000	0.200000
gen-2-112	0.085782	-0.311796	0.500000	0.166667	0.333333
gen-2-113	0.034527	-0.312359	0.727273	0.181818	0.090909
gen-2-114	0.088900	-0.247397	0.388889	0.444444	0.166667
gen-2-115	0.097926	-0.314487	0.583333	0.083333	0.333333
gen-2-116	0.049552	-0.318730	0.500000	0.375000	0.125000
gen-2-117	0.065816	-0.308325	0.500000	0.333333	0.166667
gen-2-118	0.079895	-0.333436	0.636364	0.090909	0.272727
gen-2-119	0.037797	-0.348884	0.666667	0.222222	0.111111
gen-2-120	0.064120	-0.309547	0.550000	0.350000	0.100000
gen-2-121	0.063041	-0.347651	0.600000	0.100000	0.300000
gen-2-122	0.027194	0.024770	0.000000	0.714286	0.285714
gen-2-123	0.086548	-0.279154	0.444444	0.333333	0.222222
gen-2-124	0.083856	-0.225507	0.333333	0.500000	0.166667
gen-2-125	0.076167	-0.327270	0.500000	0.125000	0.375000
gen-2-126	0.053259	-0.315023	0.500000	0.375000	0.125000
gen-2-127	0.072564	-0.334904	0.555556	0.111111	0.333333
gen-2-128	0.063554	-0.322306	0.500000	0.250000	0.250000
gen-2-129	0.074616	-0.322962	0.500000	0.166667	0.333333
gen-2-130	0.043771	-0.269206	0.384615	0.538462	0.076923
gen-2-131	0.072140	-0.312623	0.533333	0.266667	0.200000
gen-2-132	0.041328	-0.278371	0.375000	0.500000	0.125000
gen-2-133	0.065302	-0.347111	0.583333	0.083333	0.333333
gen-2-134	0.006006	-0.344698	0.500000	0.500000	0.000000
gen-2-135	0.072267	-0.317499	0.500000	0.222222	0.277778
gen-2-136	0.037294	-0.198254	0.250000	0.666667	0.083333
gen-2-137	0.076182	-0.330771	0.500000	0.100000	0.400000
gen-2-138	0.066173	-0.331405	0.500000	0.166667	0.333333
gen-2-139	0.059544	-0.332299	0.555556	0.222222	0.222222
gen-2-140	0.064124	-0.329429	0.571429	0.214286	0.214286
gen-2-141	0.056674	-0.317467	0.500000	0.333333	0.166667
gen-2-142	0.087007	-0.309623	0.600000	0.200000	0.200000
gen-2-143	0.073408	-0.330030	0.500000	0.125000	0.375000
gen-2-144	0.063493	-0.337201	0.583333	0.166667	0.250000
