Index	e_above_hull	formation_energy	Li_fraction	Ga_fraction	Sn_fraction
mp-0	0.222071	0.222071	0.000000	0.000000	1.000000
mp-1	0.003212	-0.217404	0.250000	0.750000	0.000000
mp-2	0.219566	0.219566	0.000000	0.000000	1.000000
mp-3	0.040715	0.040715	0.000000	1.000000	0.000000
mp-4	0.023903	-0.345373	0.777778	0.000000	0.222222
mp-5	0.060583	0.056870	0.000000	0.250000	0.750000
mp-6	0.017039	0.017039	1.000000	0.000000	0.000000
mp-7	0.000000	-0.245584	0.300000	0.700000	0.000000
mp-8	0.020955	-0.189674	0.250000	0.000000	0.750000
mp-9	0.200082	0.200082	0.000000	0.000000	1.000000
mp-10	0.004157	-0.290060	0.666667	0.333333	0.000000
mp-11	0.014166	0.014166	0.000000	1.000000	0.000000
mp-12	0.077848	0.074135	0.000000	0.250000	0.750000
mp-13	0.016751	0.016751	1.000000	0.000000	0.000000
mp-14	0.021942	-0.202534	0.750000	0.250000	0.000000
mp-15	0.072550	-0.348708	0.500000	0.000000	0.500000
mp-16	0.060901	-0.279469	0.814815	0.000000	0.185185
mp-17	0.137269	0.137269	0.000000	0.000000	1.000000
mp-18	0.022597	-0.201880	0.750000	0.250000	0.000000
mp-19	0.142228	0.142228	0.000000	0.000000	1.000000
mp-20	0.000000	0.000000	0.000000	1.000000	0.000000
mp-21	0.016473	0.016473	1.000000	0.000000	0.000000
mp-22	0.062187	0.051047	0.000000	0.750000	0.250000
mp-23	0.000000	0.000000	1.000000	0.000000	0.000000
mp-24	0.001561	-0.315124	0.600000	0.400000	0.000000
mp-25	0.070851	-0.350407	0.500000	0.000000	0.500000
mp-26	0.000000	0.000000	0.000000	0.000000	1.000000
mp-27	0.037209	-0.158895	0.222222	0.777778	0.000000
mp-28	0.023193	0.023193	0.000000	1.000000	0.000000
mp-29	0.081325	0.077612	0.000000	0.250000	0.750000
mp-30	0.263595	0.263595	1.000000	0.000000	0.000000
mp-31	0.046184	-0.109546	0.176471	0.823529	0.000000
mp-32	0.016053	-0.377677	0.700000	0.000000	0.300000
mp-33	0.050584	-0.299510	0.809524	0.000000	0.190476
mp-34	0.140785	0.140785	0.000000	0.000000	1.000000
mp-35	0.184630	-0.077138	0.333333	0.666667	0.000000
mp-36	0.009963	0.009963	0.000000	1.000000	0.000000
mp-37	0.018327	0.018327	0.000000	1.000000	0.000000
mp-38	0.021125	0.021125	1.000000	0.000000	0.000000
mp-39	1.057007	0.676708	0.500000	0.250000	0.250000
mp-40	0.061207	0.061207	1.000000	0.000000	0.000000
mp-41	0.016698	-0.373974	0.722222	0.000000	0.277778
mp-42	0.000000	-0.220617	0.250000	0.750000	0.000000
mp-43	0.130343	0.130343	0.000000	0.000000	1.000000
mp-44	0.043837	0.043837	0.000000	1.000000	0.000000
mp-45	0.016158	0.005019	0.000000	0.750000	0.250000
mp-46	0.010303	0.010303	1.000000	0.000000	0.000000
mp-47	0.008841	-0.317913	0.555556	0.444444	0.000000
mp-48	0.019675	-0.221044	0.285714	0.000000	0.714286
mp-49	0.010735	-0.375324	0.750000	0.000000	0.250000
mp-50	0.046697	0.046697	0.000000	0.000000	1.000000
mp-51	0.017491	-0.321849	0.500000	0.500000	0.000000
mp-52	0.028514	0.028514	0.000000	1.000000	0.000000
mp-53	0.022912	0.011772	0.000000	0.750000	0.250000
mp-54	0.015127	0.015127	1.000000	0.000000	0.000000
mp-55	0.007342	-0.213274	0.250000	0.750000	0.000000
mp-56	0.021788	-0.369976	0.714286	0.000000	0.285714
O-0	0.000000	-0.303100	0.333333	0.333333	0.333333
O-1	0.010636	-0.237087	0.722222	0.277778	0.000000
O-2	0.004929	-0.311756	0.600000	0.400000	0.000000
O-3	0.018954	-0.149403	0.812500	0.187500	0.000000
O-4	0.013871	-0.229626	0.727273	0.272727	0.000000
O-5	0.086075	-0.335184	0.500000	0.000000	0.500000
O-6	0.039483	-0.184993	0.750000	0.250000	0.000000
O-7	0.005661	-0.248703	0.714286	0.285714	0.000000
O-8	0.010993	-0.255328	0.700000	0.300000	0.000000
O-9	0.039751	-0.299590	0.500000	0.500000	0.000000
O-10	0.013821	-0.258937	0.692308	0.307692	0.000000
O-11	0.037834	-0.301506	0.500000	0.500000	0.000000
O-12	0.012174	-0.282042	0.666667	0.333333	0.000000
O-13	0.036676	-0.302665	0.500000	0.500000	0.000000
O-14	0.035433	-0.258784	0.666667	0.333333	0.000000
O-15	0.000000	-0.389977	0.727273	0.000000	0.272727
O-16	0.003115	-0.366161	0.777778	0.000000	0.222222
O-17	0.000000	-0.386059	0.750000	0.000000	0.250000
a-0	0.000000	-0.224476	0.750000	0.250000	0.000000
a-1	0.000000	-0.316685	0.600000	0.400000	0.000000
a-2	0.006354	-0.332987	0.500000	0.500000	0.000000
a-3	0.000201	-0.224275	0.750000	0.250000	0.000000
a-4	0.000000	-0.294216	0.666667	0.333333	0.000000
a-5	0.004732	-0.289484	0.666667	0.333333	0.000000
a-6	0.000000	-0.339340	0.500000	0.500000	0.000000
a-7	0.069188	-0.352071	0.500000	0.000000	0.500000
a-8	0.000000	-0.350095	0.809524	0.000000	0.190476
a-9	0.000000	-0.421259	0.500000	0.000000	0.500000
gen-1-0	0.068824	-0.284273	0.750000	0.083333	0.166667
gen-1-1	0.024041	-0.237407	0.315789	0.631579	0.052632
gen-1-2	0.062343	-0.326148	0.500000	0.200000	0.300000
gen-1-3	0.019939	-0.281289	0.750000	0.166667	0.083333
gen-1-4	0.079219	-0.304685	0.533333	0.200000	0.266667
gen-1-5	0.065133	-0.233107	0.384615	0.538462	0.076923
gen-1-6	0.049043	-0.282644	0.444444	0.444444	0.111111
gen-1-7	0.058536	-0.281810	0.400000	0.050000	0.550000
gen-1-8	0.043138	-0.291259	0.750000	0.125000	0.125000
gen-1-9	0.043325	-0.352811	0.583333	0.083333	0.333333
gen-1-10	0.032756	-0.320237	0.500000	0.416667	0.083333
gen-1-11	0.047056	-0.340966	0.571429	0.142857	0.285714
