Index	e_above_hull	formation_energy	Li_fraction	Ga_fraction	Sn_fraction
gen-1-61	0.080706	-0.323065	0.545455	0.363636	0.090909
gen-1-62	0.076070	-0.361149	0.625000	0.125000	0.250000
gen-1-63	0.098117	-0.335125	0.727273	0.090909	0.181818
gen-1-64	0.090645	-0.341677	0.636364	0.181818	0.181818
gen-1-65	0.105135	-0.289433	0.454545	0.363636	0.181818
gen-1-66	0.099243	-0.343670	0.666667	0.111111	0.222222
gen-1-67	0.070855	-0.362029	0.666667	0.166667	0.166667
gen-1-68	0.075889	-0.239517	0.333333	0.111111	0.555556
gen-1-69	0.112319	-0.314387	0.600000	0.200000	0.200000
gen-1-70	0.009661	-0.213243	0.250000	0.750000	0.000000
gen-1-71	0.105451	-0.327434	0.666667	0.166667	0.166667
gen-1-72	0.068978	-0.339793	0.583333	0.333333	0.083333
gen-1-73	0.091329	-0.335377	0.600000	0.200000	0.200000
gen-1-74	0.109106	-0.323778	0.666667	0.166667	0.166667
gen-1-75	0.093133	-0.320797	0.555556	0.277778	0.166667
gen-1-76	0.085183	-0.333986	0.500000	0.083333	0.416667
gen-1-77	0.068276	-0.334118	0.500000	0.333333	0.166667
gen-1-78	0.128396	-0.160747	0.250000	0.500000	0.250000
gen-1-79	0.087594	-0.323669	0.500000	0.250000	0.250000
gen-1-80	0.062022	-0.335938	0.500000	0.375000	0.125000
gen-1-81	0.087161	-0.331333	0.500000	0.125000	0.375000
gen-1-82	0.067983	-0.325543	0.500000	0.416667	0.083333
gen-1-83	0.076285	-0.369585	0.666667	0.083333	0.250000
gen-1-84	0.050254	-0.299309	0.444444	0.555556	0.000000
gen-1-85	0.087977	-0.338018	0.642857	0.214286	0.142857
gen-1-86	0.096941	-0.303940	0.450000	0.300000	0.250000
gen-1-87	0.111545	-0.325543	0.650000	0.150000	0.200000
gen-1-88	0.093131	-0.335436	0.583333	0.166667	0.250000
gen-1-89	0.080781	-0.325161	0.500000	0.300000	0.200000
gen-1-90	0.089283	-0.329211	0.500000	0.125000	0.375000
gen-1-91	0.075561	-0.317965	0.500000	0.416667	0.083333
gen-1-92	0.089685	-0.337281	0.550000	0.150000	0.300000
gen-1-93	0.086245	-0.351220	0.600000	0.050000	0.350000
gen-1-94	0.109956	-0.301307	0.500000	0.250000	0.250000
gen-1-95	0.093412	-0.343879	0.611111	0.111111	0.277778
gen-1-96	0.100667	-0.267303	0.400000	0.100000	0.500000
gen-1-97	0.140653	-0.244871	0.333333	0.333333	0.333333
gen-1-98	0.070087	-0.325212	0.500000	0.400000	0.100000
gen-1-99	0.081453	-0.306224	0.437500	0.062500	0.500000
gen-1-100	0.113696	-0.117619	0.200000	0.500000	0.300000
gen-1-101	0.080572	-0.330691	0.500000	0.250000	0.250000
gen-1-102	0.094177	-0.323641	0.500000	0.166667	0.333333
gen-1-103	0.087738	-0.318203	0.500000	0.300000	0.200000
gen-1-104	0.077009	-0.356166	0.615385	0.153846	0.230769
gen-1-105	0.098051	-0.287126	0.400000	0.400000	0.200000
gen-1-106	0.075946	-0.326448	0.500000	0.333333	0.166667
gen-1-107	0.088566	-0.322698	0.500000	0.250000	0.250000
gen-1-108	0.083654	-0.269976	0.750000	0.166667	0.083333
gen-1-109	0.059131	-0.338829	0.500000	0.375000	0.125000
gen-1-110	0.066878	-0.268233	0.375000	0.062500	0.562500
gen-1-111	0.076451	-0.324170	0.500000	0.350000	0.150000
gen-1-112	0.093998	-0.322524	0.650000	0.250000	0.100000
gen-1-113	0.105795	-0.313903	0.583333	0.250000	0.166667
gen-1-114	0.103150	-0.275337	0.400000	0.133333	0.466667
gen-1-115	0.003114	-0.276262	0.333333	0.666667	0.000000
gen-1-116	0.092837	-0.327006	0.555556	0.222222	0.222222
gen-1-117	0.111402	-0.221049	0.333333	0.500000	0.166667
gen-1-118	0.144941	-0.240584	0.333333	0.333333	0.333333
gen-1-119	0.091410	-0.351504	0.666667	0.111111	0.222222
gen-1-120	0.087776	-0.252133	0.357143	0.500000	0.142857
gen-1-121	0.101131	-0.328765	0.571429	0.142857	0.285714
gen-1-122	0.071415	-0.330980	0.500000	0.333333	0.166667
gen-1-123	0.104064	-0.315779	0.555556	0.222222	0.222222
gen-1-124	0.129538	-0.268098	0.411765	0.294118	0.294118
gen-1-125	0.056119	-0.244487	0.333333	0.600000	0.066667
gen-1-126	0.163749	-0.221776	0.333333	0.333333	0.333333
gen-1-127	0.112005	-0.220445	0.333333	0.500000	0.166667
gen-1-128	0.081451	-0.342789	0.562500	0.187500	0.250000
gen-1-129	0.079726	-0.328291	0.555556	0.333333	0.111111
gen-1-130	0.112347	-0.284424	0.444444	0.333333	0.222222
gen-1-131	0.091014	-0.345640	0.600000	0.100000	0.300000
gen-1-132	0.094121	-0.332586	0.600000	0.200000	0.200000
gen-1-133	0.099742	-0.318347	0.500000	0.150000	0.350000
gen-1-134	0.103373	-0.290586	0.416667	0.333333	0.250000
gen-1-135	0.008003	-0.103449	0.125000	0.875000	0.000000
gen-1-136	0.105778	-0.322789	0.583333	0.166667	0.250000
gen-1-137	0.081564	-0.295164	0.416667	0.083333	0.500000
gen-1-138	0.112589	-0.272502	0.416667	0.416667	0.166667
gen-1-139	0.102797	-0.327099	0.571429	0.142857	0.285714
gen-1-140	0.090215	-0.321048	0.500000	0.250000	0.250000
gen-1-141	0.105761	-0.322296	0.722222	0.111111	0.166667
gen-1-142	0.048670	-0.066987	0.100000	0.800000	0.100000
gen-1-143	0.092494	-0.330626	0.545455	0.181818	0.272727
gen-1-144	0.076927	-0.349780	0.600000	0.200000	0.200000
gen-1-145	0.099073	-0.337581	0.600000	0.100000	0.300000
gen-1-146	0.134927	-0.221490	0.363636	0.454545	0.181818
gen-1-147	0.087720	-0.342176	0.571429	0.142857	0.285714
gen-1-148	0.134116	-0.251062	0.400000	0.400000	0.200000
gen-1-149	0.045899	-0.259927	0.350000	0.600000	0.050000
gen-1-150	0.078494	-0.350090	0.555556	0.111111	0.333333
gen-1-151	0.084139	-0.330553	0.571429	0.285714	0.142857
gen-1-152	0.074675	-0.381893	0.750000	0.000000	0.250000
gen-1-153	0.094298	-0.290879	0.400000	0.400000	0.200000
gen-1-154	0.096119	-0.315144	0.500000	0.250000	0.250000
gen-1-155	0.089195	-0.329300	0.500000	0.125000	0.375000
gen-1-156	0.087363	-0.318579	0.500000	0.300000	0.200000
gen-1-157	0.072867	-0.347654	0.500000	0.000000	0.500000
gen-1-158	0.031814	-0.096198	0.125000	0.812500	0.062500
gen-1-159	0.112462	-0.272629	0.416667	0.416667	0.166667
gen-1-160	0.118157	-0.266872	0.428571	0.428571	0.142857
gen-1-161	0.060420	-0.324237	0.500000	0.500000	0.000000
gen-1-162	0.163558	-0.221967	0.333333	0.333333	0.333333
gen-1-163	0.006110	-0.172213	0.200000	0.800000	0.000000
gen-1-164	0.088394	-0.322869	0.500000	0.250000	0.250000
gen-1-165	0.104011	-0.325885	0.571429	0.142857	0.285714
gen-1-166	0.098889	-0.321069	0.533333	0.200000	0.266667
gen-1-167	0.093742	-0.330536	0.533333	0.133333	0.333333
gen-1-168	0.116545	-0.268546	0.416667	0.416667	0.166667
gen-1-169	0.088328	-0.325336	0.636364	0.272727	0.090909
gen-1-170	0.104825	-0.280699	0.333333	0.333333	0.333333
gen-1-171	0.091647	-0.319616	0.500000	0.250000	0.250000
gen-1-172	0.105204	-0.279974	0.400000	0.400000	0.200000
gen-1-173	0.062832	-0.221033	0.300000	0.100000	0.600000
gen-1-174	0.088827	-0.331016	0.555556	0.222222	0.222222
gen-1-175	0.088367	-0.302959	0.444444	0.055556	0.500000
gen-1-176	0.102373	-0.317325	0.583333	0.250000	0.166667
gen-1-177	0.163356	-0.222168	0.333333	0.333333	0.333333
gen-1-178	0.097075	-0.332516	0.562500	0.125000	0.312500
gen-1-179	0.087598	-0.358272	0.666667	0.083333	0.250000
gen-1-180	0.080776	-0.338394	0.500000	0.083333	0.416667
gen-1-181	0.053919	-0.263243	0.357143	0.571429	0.071429
gen-1-182	0.096973	-0.314290	0.500000	0.250000	0.250000
gen-1-183	0.078921	-0.345319	0.562500	0.187500	0.250000
gen-1-184	0.078196	-0.342325	0.500000	0.000000	0.500000
gen-1-185	0.110667	-0.289565	0.428571	0.285714	0.285714
gen-1-186	0.092630	-0.300414	0.461538	0.384615	0.153846
gen-1-187	0.011023	-0.137579	0.166667	0.833333	0.000000
gen-1-188	0.098609	-0.286482	0.416667	0.416667	0.166667
gen-1-189	0.086719	-0.331099	0.500000	0.166667	0.333333
gen-1-190	0.075694	-0.351012	0.600000	0.200000	0.200000
gen-1-191	0.053518	-0.267970	0.400000	0.600000	0.000000
gen-1-192	0.167845	-0.217679	0.333333	0.333333	0.333333
gen-1-193	0.099070	-0.297701	0.444444	0.333333	0.222222
gen-1-194	0.111992	-0.279642	0.437500	0.375000	0.187500
gen-1-195	0.108577	-0.311334	0.714286	0.142857	0.142857
gen-1-196	0.079762	-0.252689	0.333333	0.500000	0.166667
gen-1-197	0.065951	-0.325635	0.777778	0.055556	0.166667
gen-1-198	0.076768	-0.323092	0.500000	0.357143	0.142857
gen-2-0	0.032466	-0.044639	0.066667	0.866667	0.066667
gen-2-1	0.074889	-0.327505	0.500000	0.333333	0.166667
gen-2-2	0.113448	-0.271730	0.400000	0.400000	0.200000
gen-2-3	0.098205	-0.234245	0.333333	0.500000	0.166667
gen-2-4	0.083709	-0.337119	0.625000	0.250000	0.125000
gen-2-5	0.076618	-0.274930	0.421053	0.526316	0.052632
gen-2-6	0.132118	-0.218024	0.333333	0.444444	0.222222
gen-2-7	0.108123	-0.324199	0.636364	0.181818	0.181818
gen-2-8	0.081896	-0.276657	0.416667	0.500000	0.083333
gen-2-9	0.041635	-0.035470	0.066667	0.800000	0.133333
gen-2-10	0.073705	-0.319821	0.500000	0.416667	0.083333
gen-2-11	0.000000	0.000000	0.000000	1.000000	0.000000
gen-2-12	0.151476	-0.234049	0.333333	0.333333	0.333333
gen-2-13	0.103500	-0.307763	0.500000	0.250000	0.250000
gen-2-14	0.084953	-0.357961	0.666667	0.111111	0.222222
gen-2-15	0.085813	-0.320129	0.500000	0.300000	0.200000
gen-2-16	0.099508	-0.333376	0.666667	0.166667	0.166667
gen-2-17	0.103681	-0.314138	0.500000	0.166667	0.333333
gen-2-18	0.082528	-0.272304	0.375000	0.125000	0.500000
gen-2-19	0.105829	-0.334720	0.666667	0.133333	0.200000
gen-2-20	0.090254	-0.327564	0.500000	0.166667	0.333333
gen-2-21	0.048727	-0.079781	0.111111	0.777778	0.111111
gen-2-22	0.104679	-0.304823	0.454545	0.181818	0.363636
gen-2-23	0.132283	-0.226704	0.333333	0.416667	0.250000
gen-2-24	0.068308	-0.329652	0.500000	0.375000	0.125000
gen-2-25	0.102402	-0.340512	0.666667	0.111111	0.222222
gen-2-26	0.114671	-0.174473	0.250000	0.250000	0.500000
gen-2-27	0.099546	-0.320374	0.666667	0.222222	0.111111
gen-2-28	0.125066	-0.286197	0.500000	0.250000	0.250000
gen-2-29	0.116167	-0.249238	0.375000	0.437500	0.187500
gen-2-30	0.082758	-0.336141	0.500000	0.100000	0.400000
gen-2-31	0.093537	-0.291641	0.400000	0.400000	0.200000
gen-2-32	0.050486	0.050486	0.000000	0.875000	0.125000
gen-2-33	0.077643	-0.350923	0.583333	0.166667	0.250000
gen-2-34	0.055505	-0.335095	0.600000	0.400000	0.000000
gen-2-35	0.102902	-0.329982	0.666667	0.166667	0.166667
gen-2-36	0.089030	-0.332615	0.550000	0.200000	0.250000
gen-2-37	0.114434	-0.287237	0.416667	0.250000	0.333333
gen-2-38	0.106411	-0.256792	0.363636	0.181818	0.454545
gen-2-39	0.097495	-0.319090	0.500000	0.200000	0.300000
gen-2-40	0.087527	-0.245409	0.333333	0.166667	0.500000
gen-2-41	0.122752	-0.288511	0.500000	0.250000	0.250000
gen-2-42	0.061724	-0.265744	0.363636	0.545455	0.090909
gen-2-43	0.085018	-0.326245	0.500000	0.250000	0.250000
gen-2-44	0.091068	-0.345586	0.600000	0.100000	0.300000
gen-2-45	0.092181	-0.327662	0.555556	0.222222	0.222222
gen-2-46	0.095904	-0.332679	0.555556	0.111111	0.333333
gen-2-47	0.104966	-0.337948	0.666667	0.111111	0.222222
gen-2-48	0.073917	-0.334854	0.583333	0.333333	0.083333
gen-2-49	0.078700	-0.341821	0.500000	0.000000	0.500000
gen-2-50	0.089547	-0.340348	0.571429	0.142857	0.285714
gen-2-51	0.107360	-0.312551	0.714286	0.142857	0.142857
gen-2-52	0.118467	-0.112848	0.200000	0.400000	0.400000
gen-2-53	0.122561	-0.273259	0.400000	0.300000	0.300000
gen-2-54	0.079167	-0.338422	0.562500	0.250000	0.187500
gen-2-55	0.099233	-0.257184	0.363636	0.454545	0.181818
gen-2-56	0.088925	-0.355802	0.642857	0.071429	0.285714
gen-2-57	0.080957	-0.347104	0.650000	0.200000	0.150000
gen-2-58	0.106672	-0.287897	0.454545	0.363636	0.181818
gen-2-59	0.118612	-0.266696	0.375000	0.375000	0.250000
gen-2-60	0.002564	-0.220339	0.250000	0.750000	0.000000
gen-2-61	0.068469	-0.346223	0.571429	0.285714	0.142857
gen-2-62	0.074670	-0.283884	0.416667	0.500000	0.083333
gen-2-63	0.027151	-0.252225	0.333333	0.666667	0.000000
gen-2-64	0.137525	-0.248000	0.333333	0.333333	0.333333
gen-2-65	0.079839	-0.235567	0.333333	0.111111	0.555556
gen-2-66	0.072482	-0.280851	0.400000	0.500000	0.100000
gen-2-67	0.074657	-0.362469	0.642857	0.142857	0.214286
gen-2-68	0.083607	-0.348420	0.600000	0.150000	0.250000
gen-2-69	0.099588	-0.285503	0.416667	0.416667	0.166667
gen-2-70	0.088268	-0.322995	0.500000	0.250000	0.250000
gen-2-71	0.095424	-0.289522	0.444444	0.444444	0.111111
gen-2-72	0.089330	-0.332964	0.571429	0.214286	0.214286
gen-2-73	0.138468	-0.247056	0.333333	0.333333	0.333333
gen-2-74	0.098937	-0.338189	0.642857	0.142857	0.214286
gen-2-75	0.085991	-0.333851	0.555556	0.222222	0.222222
gen-2-76	0.120653	-0.279580	0.428571	0.285714	0.285714
gen-2-77	0.093949	-0.354772	0.722222	0.055556	0.222222
gen-2-78	0.092604	-0.326565	0.500000	0.083333	0.416667
gen-2-79	0.063459	-0.356239	0.583333	0.250000	0.166667
gen-2-80	0.080619	-0.321776	0.500000	0.333333	0.166667
gen-2-81	0.096014	-0.195328	0.272727	0.545455	0.181818
gen-2-82	0.107968	-0.329157	0.642857	0.142857	0.214286
gen-2-83	0.089658	-0.328836	0.500000	0.125000	0.375000
gen-2-84	0.087703	-0.245233	0.333333	0.166667	0.500000
gen-2-85	0.088399	-0.320372	0.583333	0.333333	0.083333
gen-2-86	0.089996	-0.327823	0.500000	0.166667	0.333333
gen-2-87	0.018479	0.018479	0.000000	1.000000	0.000000
gen-2-88	0.103302	-0.293469	0.444444	0.333333	0.222222
gen-2-89	0.083417	-0.327846	0.500000	0.250000	0.250000
gen-2-90	0.089509	-0.305791	0.500000	0.400000	0.100000
gen-2-91	0.076755	-0.356129	0.666667	0.166667	0.166667
gen-2-92	0.011352	-0.246968	0.300000	0.700000	0.000000
gen-2-93	0.088706	-0.347948	0.600000	0.100000	0.300000
gen-2-94	0.109186	-0.323698	0.666667	0.166667	0.166667
gen-2-95	0.077168	-0.351398	0.583333	0.166667	0.250000
gen-2-96	0.007848	0.007848	0.000000	0.750000	0.250000
gen-2-97	0.074441	-0.358444	0.666667	0.166667	0.166667
gen-2-98	0.092152	-0.341814	0.583333	0.083333	0.333333
gen-2-99	0.084494	-0.326770	0.500000	0.250000	0.250000
gen-2-100	0.077376	-0.348089	0.611111	0.222222	0.166667
gen-2-101	0.162096	-0.223429	0.333333	0.333333	0.333333
gen-2-102	0.124012	-0.272759	0.444444	0.333333	0.222222
gen-2-103	0.103376	-0.316467	0.555556	0.222222	0.222222
gen-2-104	0.054992	-0.250921	0.333333	0.583333	0.083333
gen-2-105	0.086451	-0.340255	0.600000	0.200000	0.200000
gen-2-106	0.083608	-0.327655	0.500000	0.250000	0.250000
gen-2-107	0.086785	-0.341781	0.583333	0.166667	0.250000
gen-2-108	0.077751	-0.350815	0.583333	0.166667	0.250000
gen-2-109	0.087027	-0.259949	0.777778	0.111111	0.111111
gen-2-110	0.088502	-0.328082	0.500000	0.200000	0.300000
gen-2-111	0.080713	-0.325229	0.500000	0.300000	0.200000
gen-2-112	0.103465	-0.314354	0.500000	0.166667	0.333333
gen-2-113	0.059825	-0.319545	0.727273	0.181818	0.090909
gen-2-114	0.117576	-0.249968	0.388889	0.444444	0.166667
gen-2-115	0.116233	-0.317733	0.583333	0.083333	0.333333
gen-2-116	0.073958	-0.324002	0.500000	0.375000	0.125000
gen-2-117	0.089984	-0.312410	0.500000	0.333333	0.166667
gen-2-118	0.108075	-0.333922	0.636364	0.090909	0.272727
gen-2-119	0.065152	-0.354767	0.666667	0.222222	0.111111
gen-2-120	0.090684	-0.314997	0.550000	0.350000	0.100000
gen-2-121	0.087679	-0.348976	0.600000	0.100000	0.300000
gen-2-122	0.029842	0.029842	0.000000	0.714286	0.285714
gen-2-123	0.114639	-0.282132	0.444444	0.333333	0.222222
gen-2-124	0.104538	-0.227912	0.333333	0.500000	0.166667
gen-2-125	0.091857	-0.326637	0.500000	0.125000	0.375000
gen-2-126	0.077956	-0.320004	0.500000	0.375000	0.125000
gen-2-127	0.093072	-0.335511	0.555556	0.111111	0.333333
gen-2-128	0.088125	-0.323139	0.500000	0.250000	0.250000
gen-2-129	0.095277	-0.322541	0.500000	0.166667	0.333333
gen-2-130	0.064662	-0.271604	0.384615	0.538462	0.076923
gen-2-131	0.097405	-0.315458	0.533333	0.266667	0.200000
gen-2-132	0.065079	-0.280423	0.375000	0.500000	0.125000
gen-2-133	0.086046	-0.347920	0.583333	0.083333	0.333333
gen-2-134	0.030124	-0.354533	0.500000	0.500000	0.000000
gen-2-135	0.096606	-0.317613	0.500000	0.222222	0.277778
gen-2-136	0.044869	-0.200114	0.250000	0.666667	0.083333
gen-2-137	0.086598	-0.332301	0.500000	0.100000	0.400000
gen-2-138	0.086727	-0.331092	0.500000	0.166667	0.333333
gen-2-139	0.083629	-0.336213	0.555556	0.222222	0.222222
gen-2-140	0.089858	-0.332435	0.571429	0.214286	0.214286
gen-2-141	0.081431	-0.320963	0.500000	0.333333	0.166667
gen-2-142	0.112585	-0.314121	0.600000	0.200000	0.200000
gen-2-143	0.088379	-0.330115	0.500000	0.125000	0.375000
gen-2-144	0.088866	-0.339701	0.583333	0.166667	0.250000
