Index	e_above_hull	formation_energy	Li_fraction	Ga_fraction	Sn_fraction
mp-0	0.250716	0.250716	0.000000	0.000000	1.000000
mp-1	0.004307	-0.203693	0.250000	0.750000	0.000000
mp-2	0.231410	0.231410	0.000000	0.000000	1.000000
mp-3	0.069289	0.069289	0.000000	1.000000	0.000000
mp-4	0.016448	-0.316678	0.777778	0.000000	0.222222
mp-5	0.000719	-0.015090	0.000000	0.250000	0.750000
mp-6	0.033005	0.033005	1.000000	0.000000	0.000000
mp-7	0.015426	-0.206730	0.300000	0.700000	0.000000
mp-8	0.000000	-0.223386	0.250000	0.000000	0.750000
mp-9	0.165945	0.165945	0.000000	0.000000	1.000000
mp-10	0.007485	-0.236185	0.666667	0.333333	0.000000
mp-11	0.016141	0.016141	0.000000	1.000000	0.000000
mp-12	0.051474	0.035665	0.000000	0.250000	0.750000
mp-13	0.032274	0.032274	1.000000	0.000000	0.000000
mp-14	0.024535	-0.158217	0.750000	0.250000	0.000000
mp-15	0.071530	-0.349992	0.500000	0.000000	0.500000
mp-16	0.056950	-0.245725	0.814815	0.000000	0.185185
mp-17	0.042482	0.042482	0.000000	0.000000	1.000000
mp-18	0.026269	-0.156483	0.750000	0.250000	0.000000
mp-19	0.049923	0.049923	0.000000	0.000000	1.000000
mp-20	0.000000	0.000000	0.000000	1.000000	0.000000
mp-21	0.031412	0.031412	1.000000	0.000000	0.000000
mp-22	0.132292	0.084864	0.000000	0.750000	0.250000
mp-23	0.000000	0.000000	1.000000	0.000000	0.000000
mp-24	0.002150	-0.257779	0.600000	0.400000	0.000000
mp-25	0.068148	-0.353374	0.500000	0.000000	0.500000
mp-26	0.000000	0.000000	0.000000	0.000000	1.000000
mp-27	0.068110	-0.117878	0.222222	0.777778	0.000000
mp-28	0.038539	0.038539	0.000000	1.000000	0.000000
mp-29	0.065286	0.049477	0.000000	0.250000	0.750000
mp-30	0.356607	0.356607	1.000000	0.000000	0.000000
mp-31	0.084209	-0.064679	0.176471	0.823529	0.000000
