Index	e_above_hull	formation_energy	Li_fraction	Ga_fraction	Sn_fraction
O-12	0.196869	-0.057008	0.666667	0.333333	0.000000
O-13	0.225428	-0.065558	0.500000	0.500000	0.000000
O-14	0.220127	-0.033750	0.666667	0.333333	0.000000
O-15	0.183721	-0.179306	0.727273	0.000000	0.272727
O-16	0.182135	-0.157301	0.777778	0.000000	0.222222
O-17	0.180974	-0.176203	0.750000	0.000000	0.250000
a-0	0.005498	-0.184910	0.750000	0.250000	0.000000
a-1	0.000000	-0.271390	0.600000	0.400000	0.000000
a-2	0.006446	-0.284540	0.500000	0.500000	0.000000
a-3	0.001525	-0.188882	0.750000	0.250000	0.000000
a-4	0.000000	-0.253877	0.666667	0.333333	0.000000
a-5	0.008009	-0.245868	0.666667	0.333333	0.000000
a-6	0.000000	-0.290986	0.500000	0.500000	0.000000
a-7	0.070563	-0.350958	0.500000	0.000000	0.500000
a-8	0.000000	-0.319160	0.809524	0.000000	0.190476
a-9	0.000000	-0.421521	0.500000	0.000000	0.500000
gen-1-0	0.060059	-0.260706	0.750000	0.083333	0.166667
gen-1-1	0.029724	-0.215723	0.315789	0.631579	0.052632
gen-1-2	0.049792	-0.319515	0.500000	0.200000	0.300000
gen-1-3	0.018862	-0.247709	0.750000	0.166667	0.083333
gen-1-4	0.084123	-0.276604	0.533333	0.200000	0.266667
gen-1-5	0.071774	-0.202163	0.384615	0.538462	0.076923
gen-1-6	0.036726	-0.265390	0.444444	0.444444	0.111111
gen-1-7	0.047461	-0.304351	0.400000	0.050000	0.550000
gen-1-8	0.025707	-0.273748	0.750000	0.125000	0.125000
gen-1-9	0.033798	-0.344519	0.583333	0.083333	0.333333
gen-1-10	0.020195	-0.292547	0.500000	0.416667	0.083333
gen-1-11	0.032531	-0.333310	0.571429	0.142857	0.285714
gen-1-12	0.041755	-0.315114	0.666667	0.083333	0.250000
gen-1-13	0.053735	-0.315573	0.500000	0.200000	0.300000
gen-1-14	0.040968	-0.315285	0.500000	0.250000	0.250000
gen-1-15	0.004902	-0.294095	0.700000	0.200000	0.100000
gen-1-16	0.045275	-0.241750	0.727273	0.181818	0.090909
gen-1-17	0.038051	-0.327790	0.571429	0.142857	0.285714
gen-1-18	0.059769	-0.296484	0.500000	0.250000	0.250000
gen-1-19	0.018290	-0.267635	0.416667	0.500000	0.083333
gen-1-20	0.074223	-0.311866	0.545455	0.090909	0.363636
gen-1-21	0.079081	-0.211572	0.333333	0.333333	0.333333
gen-1-22	0.017207	-0.061036	0.066667	0.800000	0.133333
gen-1-23	0.048956	-0.286157	0.666667	0.166667	0.166667
gen-1-24	0.042311	-0.286234	0.571429	0.285714	0.142857
gen-1-25	0.036191	-0.272009	0.733333	0.133333	0.133333
gen-1-26	0.011606	-0.312475	0.625000	0.250000	0.125000
gen-1-27	0.033830	-0.249564	0.375000	0.500000	0.125000
gen-1-28	0.062233	-0.309060	0.454545	0.181818	0.363636
gen-1-29	0.057507	-0.223357	0.333333	0.500000	0.166667
gen-1-30	0.042024	-0.243901	0.416667	0.500000	0.083333
gen-1-31	0.042288	-0.309655	0.692308	0.076923	0.230769
gen-1-32	0.034594	-0.300109	0.555556	0.277778	0.166667
gen-1-33	0.046618	-0.309636	0.500000	0.250000	0.250000
gen-1-34	0.033943	-0.134418	0.842105	0.105263	0.052632
gen-1-35	0.044078	-0.266942	0.400000	0.400000	0.200000
gen-1-36	0.050115	-0.240539	0.333333	0.333333	0.333333
gen-1-37	0.078876	-0.211778	0.333333	0.333333	0.333333
gen-1-38	0.064838	-0.230710	0.333333	0.250000	0.416667
gen-1-39	0.068919	-0.183813	0.300000	0.600000	0.100000
gen-1-40	0.029860	-0.281159	0.400000	0.400000	0.200000
gen-1-41	0.058247	-0.319762	0.500000	0.166667	0.333333
gen-1-42	0.034554	-0.343661	0.555556	0.111111	0.333333
gen-1-43	0.035884	-0.333792	0.600000	0.100000	0.300000
gen-1-44	0.037314	-0.281251	0.526316	0.368421	0.105263
gen-1-45	0.060107	-0.301133	0.428571	0.214286	0.357143
gen-1-46	0.037662	-0.285958	0.500000	0.375000	0.125000
gen-1-47	0.096826	-0.240300	0.400000	0.300000	0.300000
gen-1-48	0.082978	0.050529	0.000000	0.800000	0.200000
gen-1-49	0.083903	-0.200224	0.333333	0.444444	0.222222
gen-1-50	0.042870	-0.313383	0.500000	0.250000	0.250000
gen-1-51	0.034266	-0.250646	0.400000	0.500000	0.100000
gen-1-52	0.039986	-0.265310	0.428571	0.428571	0.142857
gen-1-53	0.094479	-0.196175	0.333333	0.333333	0.333333
gen-1-54	0.021860	-0.274841	0.611111	0.333333	0.055556
gen-1-55	0.038282	-0.228078	0.333333	0.555556	0.111111
gen-1-56	0.063439	-0.296692	0.444444	0.222222	0.333333
gen-1-57	0.044129	-0.236735	0.333333	0.500000	0.166667
gen-1-58	0.098661	-0.182203	0.333333	0.500000	0.166667
gen-1-59	0.019922	-0.323647	0.600000	0.200000	0.200000
gen-1-60	0.022103	-0.282721	0.526316	0.421053	0.052632
gen-1-61	0.032128	-0.282760	0.545455	0.363636	0.090909
gen-1-62	0.020700	-0.336015	0.625000	0.125000	0.250000
gen-1-63	0.027096	-0.304874	0.727273	0.090909	0.181818
gen-1-64	0.026179	-0.312778	0.636364	0.181818	0.181818
gen-1-65	0.064073	-0.259753	0.454545	0.363636	0.181818
gen-1-66	0.025592	-0.324026	0.666667	0.111111	0.222222
gen-1-67	0.007350	-0.327763	0.666667	0.166667	0.166667
gen-1-68	0.025975	-0.277732	0.333333	0.111111	0.555556
gen-1-69	0.064985	-0.278584	0.600000	0.200000	0.200000
gen-1-70	0.007999	-0.202537	0.250000	0.750000	0.000000
gen-1-71	0.044379	-0.290734	0.666667	0.166667	0.166667
gen-1-72	0.019390	-0.293660	0.583333	0.333333	0.083333
gen-1-73	0.036416	-0.307153	0.600000	0.200000	0.200000
gen-1-74	0.046272	-0.288842	0.666667	0.166667	0.166667
gen-1-75	0.049496	-0.285207	0.555556	0.277778	0.166667
gen-1-76	0.062875	-0.336890	0.500000	0.083333	0.416667
gen-1-77	0.029099	-0.305398	0.500000	0.333333	0.166667
gen-1-78	0.078575	-0.146410	0.250000	0.500000	0.250000
gen-1-79	0.041674	-0.314579	0.500000	0.250000	0.250000
gen-1-80	0.021295	-0.302325	0.500000	0.375000	0.125000
gen-1-81	0.053327	-0.335560	0.500000	0.125000	0.375000
gen-1-82	0.020162	-0.292580	0.500000	0.416667	0.083333
gen-1-83	0.017061	-0.339808	0.666667	0.083333	0.250000
gen-1-84	0.011675	-0.261433	0.444444	0.555556	0.000000
gen-1-85	0.028923	-0.299887	0.642857	0.214286	0.142857
gen-1-86	0.045530	-0.294633	0.450000	0.300000	0.250000
gen-1-87	0.045684	-0.298070	0.650000	0.150000	0.200000
gen-1-88	0.037814	-0.318747	0.583333	0.166667	0.250000
gen-1-89	0.041408	-0.301792	0.500000	0.300000	0.200000
gen-1-90	0.073238	-0.315649	0.500000	0.125000	0.375000
gen-1-91	0.039346	-0.273396	0.500000	0.416667	0.083333
gen-1-92	0.041860	-0.327631	0.550000	0.150000	0.300000
gen-1-93	0.046318	-0.336412	0.600000	0.050000	0.350000
gen-1-94	0.062769	-0.293484	0.500000	0.250000	0.250000
gen-1-95	0.034316	-0.329600	0.611111	0.111111	0.277778
gen-1-96	0.083953	-0.264921	0.400000	0.100000	0.500000
gen-1-97	0.062205	-0.228448	0.333333	0.333333	0.333333
gen-1-98	0.031727	-0.285366	0.500000	0.400000	0.100000
gen-1-99	0.050730	-0.325387	0.437500	0.062500	0.500000
gen-1-100	0.079837	-0.111154	0.200000	0.500000	0.300000
gen-1-101	0.040553	-0.315700	0.500000	0.250000	0.250000
gen-1-102	0.052390	-0.325619	0.500000	0.166667	0.333333
gen-1-103	0.042683	-0.300517	0.500000	0.300000	0.200000
gen-1-104	0.012827	-0.338832	0.615385	0.153846	0.230769
gen-1-105	0.027894	-0.283126	0.400000	0.400000	0.200000
gen-1-106	0.029134	-0.305364	0.500000	0.333333	0.166667
gen-1-107	0.044874	-0.311380	0.500000	0.250000	0.250000
gen-1-108	0.033687	-0.232883	0.750000	0.166667	0.083333
gen-1-109	0.023044	-0.300576	0.500000	0.375000	0.125000
gen-1-110	0.018083	-0.316300	0.375000	0.062500	0.562500
gen-1-111	0.031510	-0.298637	0.500000	0.350000	0.150000
gen-1-112	0.033749	-0.277322	0.650000	0.250000	0.100000
gen-1-113	0.064742	-0.270064	0.583333	0.250000	0.166667
gen-1-114	0.046248	-0.300669	0.400000	0.133333	0.466667
gen-1-115	0.012549	-0.224804	0.333333	0.666667	0.000000
gen-1-116	0.045144	-0.304063	0.555556	0.222222	0.222222
gen-1-117	0.074961	-0.205903	0.333333	0.500000	0.166667
gen-1-118	0.082950	-0.207704	0.333333	0.333333	0.333333
gen-1-119	0.038942	-0.310675	0.666667	0.111111	0.222222
gen-1-120	0.052409	-0.229901	0.357143	0.500000	0.142857
gen-1-121	0.088727	-0.277115	0.571429	0.142857	0.285714
gen-1-122	0.030679	-0.303818	0.500000	0.333333	0.166667
gen-1-123	0.058458	-0.290749	0.555556	0.222222	0.222222
gen-1-124	0.091876	-0.247501	0.411765	0.294118	0.294118
gen-1-125	0.026010	-0.228747	0.333333	0.600000	0.066667
gen-1-126	0.082057	-0.208596	0.333333	0.333333	0.333333
gen-1-127	0.084182	-0.196682	0.333333	0.500000	0.166667
gen-1-128	0.029970	-0.326514	0.562500	0.187500	0.250000
gen-1-129	0.032105	-0.288094	0.555556	0.333333	0.111111
gen-1-130	0.069732	-0.261391	0.444444	0.333333	0.222222
gen-1-131	0.042603	-0.327074	0.600000	0.100000	0.300000
gen-1-132	0.040300	-0.303270	0.600000	0.200000	0.200000
gen-1-133	0.074332	-0.308029	0.500000	0.150000	0.350000
gen-1-134	0.045841	-0.283596	0.416667	0.333333	0.250000
gen-1-135	0.000000	-0.106296	0.125000	0.875000	0.000000
gen-1-136	0.050981	-0.305581	0.583333	0.166667	0.250000
gen-1-137	0.039420	-0.321562	0.416667	0.083333	0.500000
gen-1-138	0.056533	-0.251148	0.416667	0.416667	0.166667
gen-1-139	0.056608	-0.309233	0.571429	0.142857	0.285714
gen-1-140	0.052042	-0.304212	0.500000	0.250000	0.250000
gen-1-141	0.040928	-0.285441	0.722222	0.111111	0.166667
gen-1-142	0.029335	-0.071683	0.100000	0.800000	0.100000
gen-1-143	0.048593	-0.313762	0.545455	0.181818	0.272727
gen-1-144	0.023327	-0.320242	0.600000	0.200000	0.200000
gen-1-145	0.044726	-0.324950	0.600000	0.100000	0.300000
gen-1-146	0.100786	-0.193785	0.363636	0.454545	0.181818
gen-1-147	0.042585	-0.323257	0.571429	0.142857	0.285714
gen-1-148	0.088674	-0.222346	0.400000	0.400000	0.200000
gen-1-149	0.018595	-0.237174	0.350000	0.600000	0.050000
gen-1-150	0.032972	-0.345243	0.555556	0.111111	0.333333
gen-1-151	0.036833	-0.291712	0.571429	0.285714	0.142857
gen-1-152	0.001428	-0.355749	0.750000	0.000000	0.250000
gen-1-153	0.042387	-0.268633	0.400000	0.400000	0.200000
gen-1-154	0.055785	-0.300469	0.500000	0.250000	0.250000
gen-1-155	0.054809	-0.334078	0.500000	0.125000	0.375000
gen-1-156	0.046838	-0.296363	0.500000	0.300000	0.200000
gen-1-157	0.071936	-0.349585	0.500000	0.000000	0.500000
gen-1-158	0.011246	-0.104886	0.125000	0.812500	0.062500
gen-1-159	0.062747	-0.244934	0.416667	0.416667	0.166667
gen-1-160	0.089365	-0.215931	0.428571	0.428571	0.142857
gen-1-161	0.012734	-0.278252	0.500000	0.500000	0.000000
gen-1-162	0.079543	-0.211111	0.333333	0.333333	0.333333
gen-1-163	0.000000	-0.169344	0.200000	0.800000	0.000000
gen-1-164	0.063229	-0.293025	0.500000	0.250000	0.250000
gen-1-165	0.068522	-0.297320	0.571429	0.142857	0.285714
gen-1-166	0.052444	-0.308283	0.533333	0.200000	0.266667
gen-1-167	0.055915	-0.322218	0.533333	0.133333	0.333333
gen-1-168	0.065720	-0.241961	0.416667	0.416667	0.166667
gen-1-169	0.031159	-0.278086	0.636364	0.272727	0.090909
gen-1-170	0.050640	-0.240013	0.333333	0.333333	0.333333
gen-1-171	0.049947	-0.306306	0.500000	0.250000	0.250000
gen-1-172	0.049549	-0.261471	0.400000	0.400000	0.200000
gen-1-173	0.000000	-0.282101	0.300000	0.100000	0.600000
gen-1-174	0.039834	-0.309373	0.555556	0.222222	0.222222
gen-1-175	0.054817	-0.326345	0.444444	0.055556	0.500000
gen-1-176	0.049979	-0.284827	0.583333	0.250000	0.166667
gen-1-177	0.091995	-0.198659	0.333333	0.333333	0.333333
gen-1-178	0.053098	-0.319703	0.562500	0.125000	0.312500
gen-1-179	0.020603	-0.336266	0.666667	0.083333	0.250000
gen-1-180	0.063747	-0.336018	0.500000	0.083333	0.416667
gen-1-181	0.020076	-0.243586	0.357143	0.571429	0.071429
gen-1-182	0.055964	-0.300290	0.500000	0.250000	0.250000
gen-1-183	0.032192	-0.324293	0.562500	0.187500	0.250000
gen-1-184	0.100457	-0.321064	0.500000	0.000000	0.500000
gen-1-185	0.053947	-0.288644	0.428571	0.285714	0.285714
gen-1-186	0.046524	-0.272250	0.461538	0.384615	0.153846
gen-1-187	0.007995	-0.133327	0.166667	0.833333	0.000000
gen-1-188	0.040579	-0.267101	0.416667	0.416667	0.166667
gen-1-189	0.046956	-0.331053	0.500000	0.166667	0.333333
gen-1-190	0.016892	-0.326678	0.600000	0.200000	0.200000
gen-1-191	0.026617	-0.232189	0.400000	0.600000	0.000000
gen-1-192	0.096511	-0.194143	0.333333	0.333333	0.333333
gen-1-193	0.042918	-0.288206	0.444444	0.333333	0.222222
gen-1-194	0.066881	-0.252943	0.437500	0.375000	0.187500
gen-1-195	0.040319	-0.277248	0.714286	0.142857	0.142857
gen-1-196	0.043067	-0.237797	0.333333	0.500000	0.166667
gen-1-197	0.023468	-0.291125	0.777778	0.055556	0.166667
gen-1-198	0.030379	-0.297903	0.500000	0.357143	0.142857
gen-2-0	0.012423	-0.055084	0.066667	0.866667	0.066667
gen-2-1	0.035563	-0.298934	0.500000	0.333333	0.166667
gen-2-2	0.048305	-0.262714	0.400000	0.400000	0.200000
gen-2-3	0.076621	-0.204243	0.333333	0.500000	0.166667
gen-2-4	0.028297	-0.295784	0.625000	0.250000	0.125000
gen-2-5	0.041517	-0.237804	0.421053	0.526316	0.052632
gen-2-6	0.076781	-0.207346	0.333333	0.444444	0.222222
gen-2-7	0.041430	-0.297527	0.636364	0.181818	0.181818
gen-2-8	0.049294	-0.236631	0.416667	0.500000	0.083333
gen-2-9	0.022913	-0.055330	0.066667	0.800000	0.133333
gen-2-10	0.038615	-0.274127	0.500000	0.416667	0.083333
gen-2-11	0.012818	0.012818	0.000000	1.000000	0.000000
gen-2-12	0.081191	-0.209462	0.333333	0.333333	0.333333
gen-2-13	0.058239	-0.298015	0.500000	0.250000	0.250000
gen-2-14	0.012698	-0.336919	0.666667	0.111111	0.222222
gen-2-15	0.057885	-0.285315	0.500000	0.300000	0.200000
gen-2-16	0.042120	-0.292993	0.666667	0.166667	0.166667
gen-2-17	0.066909	-0.311101	0.500000	0.166667	0.333333
gen-2-18	0.023484	-0.307229	0.375000	0.125000	0.500000
gen-2-19	0.040923	-0.302893	0.666667	0.133333	0.200000
gen-2-20	0.058081	-0.319928	0.500000	0.166667	0.333333
gen-2-21	0.019999	-0.092108	0.111111	0.777778	0.111111
gen-2-22	0.062436	-0.308858	0.454545	0.181818	0.363636
gen-2-23	0.072016	-0.213743	0.333333	0.416667	0.250000
gen-2-24	0.025397	-0.298223	0.500000	0.375000	0.125000
gen-2-25	0.034150	-0.315467	0.666667	0.111111	0.222222
gen-2-26	0.068406	-0.171030	0.250000	0.250000	0.500000
gen-2-27	0.034350	-0.278953	0.666667	0.222222	0.111111
gen-2-28	0.123850	-0.232403	0.500000	0.250000	0.250000
gen-2-29	0.078238	-0.221473	0.375000	0.437500	0.187500
gen-2-30	0.063718	-0.331696	0.500000	0.100000	0.400000
gen-2-31	0.041468	-0.269552	0.400000	0.400000	0.200000
gen-2-32	0.150330	0.130049	0.000000	0.875000	0.125000
gen-2-33	0.026455	-0.330107	0.583333	0.166667	0.250000
gen-2-34	0.002549	-0.268841	0.600000	0.400000	0.000000
gen-2-35	0.047736	-0.287378	0.666667	0.166667	0.166667
gen-2-36	0.038121	-0.318318	0.550000	0.200000	0.250000
gen-2-37	0.049433	-0.301759	0.416667	0.250000	0.333333
gen-2-38	0.064738	-0.255049	0.363636	0.181818	0.454545
gen-2-39	0.055844	-0.313463	0.500000	0.200000	0.300000
gen-2-40	0.019291	-0.281152	0.333333	0.166667	0.500000
gen-2-41	0.117422	-0.238832	0.500000	0.250000	0.250000
gen-2-42	0.035595	-0.235242	0.363636	0.545455	0.090909
gen-2-43	0.045552	-0.310702	0.500000	0.250000	0.250000
gen-2-44	0.033600	-0.336076	0.600000	0.100000	0.300000
gen-2-45	0.038659	-0.310548	0.555556	0.222222	0.222222
gen-2-46	0.051228	-0.326987	0.555556	0.111111	0.333333
gen-2-47	0.037209	-0.312408	0.666667	0.111111	0.222222
gen-2-48	0.022476	-0.290574	0.583333	0.333333	0.083333
gen-2-49	0.102899	-0.318623	0.500000	0.000000	0.500000
gen-2-50	0.037400	-0.328441	0.571429	0.142857	0.285714
gen-2-51	0.042563	-0.275003	0.714286	0.142857	0.142857
gen-2-52	0.090238	-0.106533	0.200000	0.400000	0.400000
gen-2-53	0.069926	-0.267201	0.400000	0.300000	0.300000
gen-2-54	0.026471	-0.313696	0.562500	0.250000	0.187500
gen-2-55	0.054293	-0.240278	0.363636	0.454545	0.181818
gen-2-56	0.027955	-0.338150	0.642857	0.071429	0.285714
gen-2-57	0.015061	-0.315640	0.650000	0.200000	0.150000
gen-2-58	0.067077	-0.256749	0.454545	0.363636	0.181818
gen-2-59	0.050356	-0.265672	0.375000	0.375000	0.250000
gen-2-60	0.003157	-0.207379	0.250000	0.750000	0.000000
gen-2-61	0.011910	-0.316635	0.571429	0.285714	0.142857
gen-2-62	0.032904	-0.253021	0.416667	0.500000	0.083333
gen-2-63	0.045021	-0.192332	0.333333	0.666667	0.000000
gen-2-64	0.068006	-0.222647	0.333333	0.333333	0.333333
gen-2-65	0.028615	-0.275091	0.333333	0.111111	0.555556
gen-2-66	0.024185	-0.260728	0.400000	0.500000	0.100000
gen-2-67	0.010426	-0.337032	0.642857	0.142857	0.214286
gen-2-68	0.030948	-0.325674	0.600000	0.150000	0.250000
gen-2-69	0.042621	-0.265060	0.416667	0.416667	0.166667
gen-2-70	0.047833	-0.308421	0.500000	0.250000	0.250000
gen-2-71	0.051426	-0.250690	0.444444	0.444444	0.111111
gen-2-72	0.048794	-0.298400	0.571429	0.214286	0.214286
gen-2-73	0.066262	-0.224392	0.333333	0.333333	0.333333
gen-2-74	0.036565	-0.310892	0.642857	0.142857	0.214286
gen-2-75	0.038752	-0.310455	0.555556	0.222222	0.222222
gen-2-76	0.068241	-0.274350	0.428571	0.285714	0.285714
gen-2-77	0.021794	-0.328028	0.722222	0.055556	0.222222
gen-2-78	0.064582	-0.335183	0.500000	0.083333	0.416667
gen-2-79	0.014580	-0.320226	0.583333	0.250000	0.166667
gen-2-80	0.050335	-0.284162	0.500000	0.333333	0.166667
gen-2-81	0.059659	-0.178067	0.272727	0.545455	0.181818
gen-2-82	0.042443	-0.305014	0.642857	0.142857	0.214286
gen-2-83	0.063724	-0.325164	0.500000	0.125000	0.375000
gen-2-84	0.025097	-0.275347	0.333333	0.166667	0.500000
gen-2-85	0.041634	-0.271416	0.583333	0.333333	0.083333
gen-2-86	0.056774	-0.321235	0.500000	0.166667	0.333333
gen-2-87	0.004627	0.004627	0.000000	1.000000	0.000000
gen-2-88	0.048474	-0.282650	0.444444	0.333333	0.222222
gen-2-89	0.041391	-0.314862	0.500000	0.250000	0.250000
gen-2-90	0.047619	-0.269474	0.500000	0.400000	0.100000
gen-2-91	0.008076	-0.327037	0.666667	0.166667	0.166667
gen-2-92	0.001403	-0.225222	0.300000	0.700000	0.000000
gen-2-93	0.030675	-0.339001	0.600000	0.100000	0.300000
gen-2-94	0.045421	-0.289692	0.666667	0.166667	0.166667
gen-2-95	0.033206	-0.323356	0.583333	0.166667	0.250000
gen-2-96	0.000000	-0.040562	0.000000	0.750000	0.250000
gen-2-97	0.008617	-0.326497	0.666667	0.166667	0.166667
gen-2-98	0.066874	-0.311443	0.583333	0.083333	0.333333
gen-2-99	0.041803	-0.314451	0.500000	0.250000	0.250000
gen-2-100	0.026191	-0.308717	0.611111	0.222222	0.166667
gen-2-101	0.090079	-0.200575	0.333333	0.333333	0.333333
gen-2-102	0.074378	-0.256746	0.444444	0.333333	0.222222
gen-2-103	0.056412	-0.292795	0.555556	0.222222	0.222222
gen-2-104	0.027513	-0.231595	0.333333	0.583333	0.083333
gen-2-105	0.032337	-0.311233	0.600000	0.200000	0.200000
gen-2-106	0.043852	-0.312402	0.500000	0.250000	0.250000
gen-2-107	0.042219	-0.314343	0.583333	0.166667	0.250000
gen-2-108	0.025863	-0.330698	0.583333	0.166667	0.250000
gen-2-109	0.051614	-0.219188	0.777778	0.111111	0.111111
gen-2-110	0.064335	-0.304972	0.500000	0.200000	0.300000
gen-2-111	0.047361	-0.295839	0.500000	0.300000	0.200000
gen-2-112	0.087206	-0.290804	0.500000	0.166667	0.333333
gen-2-113	0.016588	-0.270437	0.727273	0.181818	0.090909
gen-2-114	0.072571	-0.226171	0.388889	0.444444	0.166667
gen-2-115	0.092216	-0.286102	0.583333	0.083333	0.333333
gen-2-116	0.038388	-0.285232	0.500000	0.375000	0.125000
gen-2-117	0.055807	-0.278691	0.500000	0.333333	0.166667
gen-2-118	0.035476	-0.327214	0.636364	0.090909	0.272727
gen-2-119	0.000000	-0.313303	0.666667	0.222222	0.111111
gen-2-120	0.043447	-0.273831	0.550000	0.350000	0.100000
gen-2-121	0.033094	-0.336583	0.600000	0.100000	0.300000
gen-2-122	0.055576	0.016946	0.000000	0.714286	0.285714
gen-2-123	0.072339	-0.258785	0.444444	0.333333	0.222222
gen-2-124	0.074422	-0.206442	0.333333	0.500000	0.166667
gen-2-125	0.062874	-0.326013	0.500000	0.125000	0.375000
gen-2-126	0.041164	-0.282456	0.500000	0.375000	0.125000
gen-2-127	0.050004	-0.328210	0.555556	0.111111	0.333333
gen-2-128	0.043298	-0.312955	0.500000	0.250000	0.250000
gen-2-129	0.056743	-0.321267	0.500000	0.166667	0.333333
gen-2-130	0.025463	-0.248474	0.384615	0.538462	0.076923
gen-2-131	0.050120	-0.293203	0.533333	0.266667	0.200000
gen-2-132	0.022792	-0.260602	0.375000	0.500000	0.125000
gen-2-133	0.037285	-0.341033	0.583333	0.083333	0.333333
gen-2-134	0.005736	-0.285250	0.500000	0.500000	0.000000
gen-2-135	0.050406	-0.313099	0.500000	0.222222	0.277778
gen-2-136	0.035694	-0.179658	0.250000	0.666667	0.083333
gen-2-137	0.079987	-0.315428	0.500000	0.100000	0.400000
gen-2-138	0.048996	-0.329014	0.500000	0.166667	0.333333
gen-2-139	0.044658	-0.304549	0.555556	0.222222	0.222222
gen-2-140	0.040835	-0.306358	0.571429	0.214286	0.214286
gen-2-141	0.041845	-0.292653	0.500000	0.333333	0.166667
gen-2-142	0.064945	-0.278625	0.600000	0.200000	0.200000
gen-2-143	0.064481	-0.324407	0.500000	0.125000	0.375000
gen-2-144	0.037111	-0.319450	0.583333	0.166667	0.250000
