Index	e_above_hull	formation_energy	Li_fraction	Ga_fraction	Sn_fraction
gen-1-119	0.034003	-0.332993	0.666667	0.111111	0.222222
gen-1-120	0.049720	-0.242081	0.357143	0.500000	0.142857
gen-1-121	0.073618	-0.306553	0.571429	0.142857	0.285714
gen-1-122	0.040381	-0.318334	0.500000	0.333333	0.166667
gen-1-123	0.064054	-0.304386	0.555556	0.222222	0.222222
gen-1-124	0.085559	-0.258557	0.411765	0.294118	0.294118
gen-1-125	0.029245	-0.237824	0.333333	0.600000	0.066667
gen-1-126	0.069319	-0.217446	0.333333	0.333333	0.333333
gen-1-127	0.075623	-0.210250	0.333333	0.500000	0.166667
gen-1-128	0.038300	-0.335272	0.562500	0.187500	0.250000
gen-1-129	0.038255	-0.309292	0.555556	0.333333	0.111111
gen-1-130	0.071083	-0.273797	0.444444	0.333333	0.222222
gen-1-131	0.045595	-0.336891	0.600000	0.100000	0.300000
gen-1-132	0.044999	-0.318684	0.600000	0.200000	0.200000
gen-1-133	0.078795	-0.314393	0.500000	0.150000	0.350000
gen-1-134	0.050127	-0.287836	0.416667	0.333333	0.250000
gen-1-135	0.002640	-0.106417	0.125000	0.875000	0.000000
gen-1-136	0.058355	-0.314946	0.583333	0.166667	0.250000
gen-1-137	0.044319	-0.308934	0.416667	0.083333	0.500000
gen-1-138	0.059485	-0.262809	0.416667	0.416667	0.166667
gen-1-139	0.060931	-0.319240	0.571429	0.142857	0.285714
gen-1-140	0.061090	-0.313294	0.500000	0.250000	0.250000
gen-1-141	0.043380	-0.304655	0.722222	0.111111	0.166667
gen-1-142	0.023016	-0.071768	0.100000	0.800000	0.100000
gen-1-143	0.054863	-0.323204	0.545455	0.181818	0.272727
gen-1-144	0.027908	-0.335776	0.600000	0.200000	0.200000
gen-1-145	0.050304	-0.332182	0.600000	0.100000	0.300000
gen-1-146	0.093016	-0.208950	0.363636	0.454545	0.181818
gen-1-147	0.046620	-0.333551	0.571429	0.142857	0.285714
gen-1-148	0.083489	-0.237788	0.400000	0.400000	0.200000
gen-1-149	0.021413	-0.249807	0.350000	0.600000	0.050000
gen-1-150	0.041089	-0.348243	0.555556	0.111111	0.333333
gen-1-151	0.040627	-0.312683	0.571429	0.285714	0.142857
gen-1-152	0.000850	-0.370285	0.750000	0.000000	0.250000
gen-1-153	0.039707	-0.281570	0.400000	0.400000	0.200000
gen-1-154	0.065927	-0.308458	0.500000	0.250000	0.250000
gen-1-155	0.065764	-0.332124	0.500000	0.125000	0.375000
gen-1-156	0.056685	-0.308298	0.500000	0.300000	0.200000
gen-1-157	0.071590	-0.349801	0.500000	0.000000	0.500000
gen-1-158	0.011644	-0.102125	0.125000	0.812500	0.062500
gen-1-159	0.062478	-0.259816	0.416667	0.416667	0.166667
gen-1-160	0.079710	-0.243310	0.428571	0.428571	0.142857
gen-1-161	0.024584	-0.302794	0.500000	0.500000	0.000000
gen-1-162	0.068166	-0.218598	0.333333	0.333333	0.333333
gen-1-163	0.002269	-0.172222	0.200000	0.800000	0.000000
gen-1-164	0.065532	-0.308852	0.500000	0.250000	0.250000
gen-1-165	0.066282	-0.313889	0.571429	0.142857	0.285714
gen-1-166	0.061795	-0.315290	0.533333	0.200000	0.266667
gen-1-167	0.062541	-0.327079	0.533333	0.133333	0.333333
gen-1-168	0.065645	-0.256649	0.416667	0.416667	0.166667
gen-1-169	0.033485	-0.302838	0.636364	0.272727	0.090909
gen-1-170	0.025549	-0.261216	0.333333	0.333333	0.333333
gen-1-171	0.060722	-0.313662	0.500000	0.250000	0.250000
gen-1-172	0.049693	-0.271584	0.400000	0.400000	0.200000
gen-1-173	0.003838	-0.251510	0.300000	0.100000	0.600000
gen-1-174	0.047554	-0.320885	0.555556	0.222222	0.222222
gen-1-175	0.060627	-0.315339	0.444444	0.055556	0.500000
gen-1-176	0.055427	-0.302206	0.583333	0.250000	0.166667
gen-1-177	0.074320	-0.212445	0.333333	0.333333	0.333333
gen-1-178	0.058392	-0.326932	0.562500	0.125000	0.312500
gen-1-179	0.024387	-0.347831	0.666667	0.083333	0.250000
gen-1-180	0.067490	-0.338233	0.500000	0.083333	0.416667
gen-1-181	0.023770	-0.254601	0.357143	0.571429	0.071429
gen-1-182	0.066442	-0.307942	0.500000	0.250000	0.250000
gen-1-183	0.038121	-0.335451	0.562500	0.187500	0.250000
gen-1-184	0.085922	-0.335469	0.500000	0.000000	0.500000
gen-1-185	0.060184	-0.289698	0.428571	0.285714	0.285714
gen-1-186	0.052063	-0.287432	0.461538	0.384615	0.153846
gen-1-187	0.006672	-0.138737	0.166667	0.833333	0.000000
gen-1-188	0.044534	-0.277760	0.416667	0.416667	0.166667
gen-1-189	0.058383	-0.331671	0.500000	0.166667	0.333333
gen-1-190	0.024035	-0.339648	0.600000	0.200000	0.200000
gen-1-191	0.031856	-0.251816	0.400000	0.600000	0.000000
gen-1-192	0.080009	-0.206756	0.333333	0.333333	0.333333
gen-1-193	0.051177	-0.293703	0.444444	0.333333	0.222222
gen-1-194	0.067551	-0.267765	0.437500	0.375000	0.187500
gen-1-195	0.046314	-0.295121	0.714286	0.142857	0.142857
gen-1-196	0.039587	-0.246285	0.333333	0.500000	0.166667
gen-1-197	0.030018	-0.309048	0.777778	0.055556	0.166667
gen-1-198	0.042672	-0.311566	0.500000	0.357143	0.142857
gen-2-0	0.011692	-0.051498	0.066667	0.866667	0.066667
gen-2-1	0.044562	-0.314153	0.500000	0.333333	0.166667
gen-2-2	0.053197	-0.268080	0.400000	0.400000	0.200000
gen-2-3	0.065593	-0.220280	0.333333	0.500000	0.166667
gen-2-4	0.031753	-0.317504	0.625000	0.250000	0.125000
gen-2-5	0.045060	-0.257709	0.421053	0.526316	0.052632
gen-2-6	0.071708	-0.214462	0.333333	0.444444	0.222222
gen-2-7	0.048102	-0.311690	0.636364	0.181818	0.181818
gen-2-8	0.048632	-0.257993	0.416667	0.500000	0.083333
gen-2-9	0.020408	-0.047807	0.066667	0.800000	0.133333
gen-2-10	0.044603	-0.298443	0.500000	0.416667	0.083333
gen-2-11	0.004652	0.004652	0.000000	1.000000	0.000000
gen-2-12	0.063830	-0.222935	0.333333	0.333333	0.333333
gen-2-13	0.070539	-0.303845	0.500000	0.250000	0.250000
gen-2-14	0.018611	-0.348384	0.666667	0.111111	0.222222
gen-2-15	0.061232	-0.303751	0.500000	0.300000	0.200000
gen-2-16	0.042470	-0.314080	0.666667	0.166667	0.166667
gen-2-17	0.076977	-0.313076	0.500000	0.166667	0.333333
gen-2-18	0.029283	-0.289902	0.375000	0.125000	0.500000
gen-2-19	0.043247	-0.319569	0.666667	0.133333	0.200000
gen-2-20	0.065288	-0.324766	0.500000	0.166667	0.333333
gen-2-21	0.017823	-0.087493	0.111111	0.777778	0.111111
gen-2-22	0.068606	-0.307279	0.454545	0.181818	0.363636
gen-2-23	0.065310	-0.221008	0.333333	0.416667	0.250000
gen-2-24	0.035913	-0.314968	0.500000	0.375000	0.125000
gen-2-25	0.038302	-0.328693	0.666667	0.111111	0.222222
gen-2-26	0.043702	-0.173277	0.250000	0.250000	0.500000
gen-2-27	0.037656	-0.300655	0.666667	0.222222	0.111111
gen-2-28	0.111573	-0.262812	0.500000	0.250000	0.250000
gen-2-29	0.070636	-0.237364	0.375000	0.437500	0.187500
gen-2-30	0.067623	-0.334965	0.500000	0.100000	0.400000
gen-2-31	0.038976	-0.282301	0.400000	0.400000	0.200000
gen-2-32	0.092542	0.083119	0.000000	0.875000	0.125000
gen-2-33	0.031489	-0.341813	0.583333	0.166667	0.250000
gen-2-34	0.002020	-0.303489	0.600000	0.400000	0.000000
gen-2-35	0.046957	-0.309592	0.666667	0.166667	0.166667
gen-2-36	0.047628	-0.326107	0.550000	0.200000	0.250000
gen-2-37	0.058651	-0.294981	0.416667	0.250000	0.333333
gen-2-38	0.054072	-0.256963	0.363636	0.181818	0.454545
gen-2-39	0.066979	-0.316807	0.500000	0.200000	0.300000
gen-2-40	0.021670	-0.263446	0.333333	0.166667	0.500000
gen-2-41	0.107609	-0.266775	0.500000	0.250000	0.250000
gen-2-42	0.033108	-0.251764	0.363636	0.545455	0.090909
gen-2-43	0.054911	-0.319473	0.500000	0.250000	0.250000
gen-2-44	0.041236	-0.341250	0.600000	0.100000	0.300000
gen-2-45	0.048130	-0.320309	0.555556	0.222222	0.222222
gen-2-46	0.058799	-0.330532	0.555556	0.111111	0.333333
gen-2-47	0.041139	-0.325856	0.666667	0.111111	0.222222
gen-2-48	0.028070	-0.313893	0.583333	0.333333	0.083333
gen-2-49	0.087444	-0.333948	0.500000	0.000000	0.500000
gen-2-50	0.045243	-0.334928	0.571429	0.142857	0.285714
gen-2-51	0.046795	-0.294640	0.714286	0.142857	0.142857
gen-2-52	0.068194	-0.110415	0.200000	0.400000	0.400000
gen-2-53	0.069072	-0.271008	0.400000	0.300000	0.300000
gen-2-54	0.034969	-0.326851	0.562500	0.250000	0.187500
gen-2-55	0.052125	-0.249840	0.363636	0.454545	0.181818
gen-2-56	0.031066	-0.348177	0.642857	0.071429	0.285714
gen-2-57	0.021373	-0.332259	0.650000	0.200000	0.150000
gen-2-58	0.068395	-0.273303	0.454545	0.363636	0.181818
gen-2-59	0.052819	-0.266933	0.375000	0.375000	0.250000
gen-2-60	0.002829	-0.215284	0.250000	0.750000	0.000000
gen-2-61	0.020900	-0.332410	0.571429	0.285714	0.142857
gen-2-62	0.036962	-0.269663	0.416667	0.500000	0.083333
gen-2-63	0.029504	-0.225030	0.333333	0.666667	0.000000
gen-2-64	0.050719	-0.236045	0.333333	0.333333	0.333333
gen-2-65	0.028317	-0.255403	0.333333	0.111111	0.555556
gen-2-66	0.030591	-0.271883	0.400000	0.500000	0.100000
gen-2-67	0.014753	-0.351059	0.642857	0.142857	0.214286
gen-2-68	0.035422	-0.337663	0.600000	0.150000	0.250000
gen-2-69	0.046026	-0.276268	0.416667	0.416667	0.166667
gen-2-70	0.057980	-0.316404	0.500000	0.250000	0.250000
gen-2-71	0.052778	-0.271210	0.444444	0.444444	0.111111
gen-2-72	0.049738	-0.317003	0.571429	0.214286	0.214286
gen-2-73	0.050344	-0.236420	0.333333	0.333333	0.333333
gen-2-74	0.040609	-0.325204	0.642857	0.142857	0.214286
gen-2-75	0.045558	-0.322881	0.555556	0.222222	0.222222
gen-2-76	0.071939	-0.277942	0.428571	0.285714	0.285714
gen-2-77	0.024244	-0.342029	0.722222	0.055556	0.222222
gen-2-78	0.074291	-0.331432	0.500000	0.083333	0.416667
gen-2-79	0.018431	-0.339201	0.583333	0.250000	0.166667
gen-2-80	0.054601	-0.304114	0.500000	0.333333	0.166667
gen-2-81	0.049391	-0.187932	0.272727	0.545455	0.181818
gen-2-82	0.048058	-0.317754	0.642857	0.142857	0.214286
gen-2-83	0.069881	-0.328007	0.500000	0.125000	0.375000
gen-2-84	0.024636	-0.260480	0.333333	0.166667	0.500000
gen-2-85	0.044477	-0.297486	0.583333	0.333333	0.083333
gen-2-86	0.064551	-0.325502	0.500000	0.166667	0.333333
gen-2-87	0.009620	0.009620	0.000000	1.000000	0.000000
gen-2-88	0.055707	-0.289174	0.444444	0.333333	0.222222
gen-2-89	0.052352	-0.322032	0.500000	0.250000	0.250000
gen-2-90	0.057441	-0.288740	0.500000	0.400000	0.100000
gen-2-91	0.014115	-0.342434	0.666667	0.166667	0.166667
gen-2-92	0.002475	-0.237491	0.300000	0.700000	0.000000
gen-2-93	0.038498	-0.343988	0.600000	0.100000	0.300000
gen-2-94	0.048989	-0.307560	0.666667	0.166667	0.166667
gen-2-95	0.034625	-0.338676	0.583333	0.166667	0.250000
gen-2-96	0.000000	-0.018848	0.000000	0.750000	0.250000
gen-2-97	0.013230	-0.343320	0.666667	0.166667	0.166667
gen-2-98	0.060564	-0.328407	0.583333	0.083333	0.333333
gen-2-99	0.053129	-0.321256	0.500000	0.250000	0.250000
gen-2-100	0.027959	-0.329313	0.611111	0.222222	0.166667
gen-2-101	0.072343	-0.214421	0.333333	0.333333	0.333333
gen-2-102	0.079343	-0.265538	0.444444	0.333333	0.222222
gen-2-103	0.062699	-0.305740	0.555556	0.222222	0.222222
gen-2-104	0.027739	-0.242464	0.333333	0.583333	0.083333
gen-2-105	0.037190	-0.326494	0.600000	0.200000	0.200000
gen-2-106	0.053552	-0.320832	0.500000	0.250000	0.250000
gen-2-107	0.043711	-0.329590	0.583333	0.166667	0.250000
gen-2-108	0.031694	-0.341607	0.583333	0.166667	0.250000
gen-2-109	0.054962	-0.240350	0.777778	0.111111	0.111111
gen-2-110	0.065916	-0.317870	0.500000	0.200000	0.300000
gen-2-111	0.053450	-0.311533	0.500000	0.300000	0.200000
gen-2-112	0.085695	-0.304359	0.500000	0.166667	0.333333
gen-2-113	0.018464	-0.295994	0.727273	0.181818	0.090909
gen-2-114	0.070684	-0.239470	0.388889	0.444444	0.166667
gen-2-115	0.084133	-0.304837	0.583333	0.083333	0.333333
gen-2-116	0.045172	-0.305709	0.500000	0.375000	0.125000
gen-2-117	0.061434	-0.297282	0.500000	0.333333	0.166667
gen-2-118	0.045619	-0.331267	0.636364	0.090909	0.272727
gen-2-119	0.003266	-0.335045	0.666667	0.222222	0.111111
gen-2-120	0.049669	-0.295861	0.550000	0.350000	0.100000
gen-2-121	0.038833	-0.343653	0.600000	0.100000	0.300000
gen-2-122	0.037910	0.019959	0.000000	0.714286	0.285714
gen-2-123	0.073614	-0.271267	0.444444	0.333333	0.222222
gen-2-124	0.067698	-0.218174	0.333333	0.500000	0.166667
gen-2-125	0.070661	-0.327227	0.500000	0.125000	0.375000
gen-2-126	0.048419	-0.302462	0.500000	0.375000	0.125000
gen-2-127	0.056792	-0.332539	0.555556	0.111111	0.333333
gen-2-128	0.055483	-0.318901	0.500000	0.250000	0.250000
gen-2-129	0.067483	-0.322571	0.500000	0.166667	0.333333
gen-2-130	0.030056	-0.261356	0.384615	0.538462	0.076923
gen-2-131	0.059412	-0.305138	0.533333	0.266667	0.200000
gen-2-132	0.024655	-0.271594	0.375000	0.500000	0.125000
gen-2-133	0.044170	-0.344801	0.583333	0.083333	0.333333
gen-2-134	0.005887	-0.321490	0.500000	0.500000	0.000000
gen-2-135	0.063680	-0.315928	0.500000	0.222222	0.277778
gen-2-136	0.027365	-0.191194	0.250000	0.666667	0.083333
gen-2-137	0.076987	-0.325601	0.500000	0.100000	0.400000
gen-2-138	0.059287	-0.330767	0.500000	0.166667	0.333333
gen-2-139	0.046431	-0.322008	0.555556	0.222222	0.222222
gen-2-140	0.045735	-0.321006	0.571429	0.214286	0.214286
gen-2-141	0.050679	-0.308037	0.500000	0.333333	0.166667
gen-2-142	0.065604	-0.298079	0.600000	0.200000	0.200000
gen-2-143	0.069526	-0.328362	0.500000	0.125000	0.375000
gen-2-144	0.042756	-0.330545	0.583333	0.166667	0.250000
