gen-2-0	-3.648191
gen-2-1	-2.813932
gen-2-10	-2.730645
gen-2-100	-3.238344
gen-2-101	-3.111969
gen-2-102	-2.674628
gen-2-103	-3.043754
gen-2-104	-2.836151
gen-2-105	-3.244997
gen-2-106	-3.000680
gen-2-107	-3.388248
gen-2-108	-2.880356
gen-2-109	-2.813565
gen-2-11	-3.136731
gen-2-110	-2.953351
gen-2-111	-3.690236
gen-2-112	-3.305081
gen-2-113	-3.470411
gen-2-114	-2.977950
gen-2-115	-3.342943
gen-2-116	-3.306110
gen-2-117	-3.694457
gen-2-118	-3.469581
gen-2-119	-2.950187
gen-2-12	-3.403372
gen-2-120	-2.995498
gen-2-121	-3.008846
gen-2-122	-2.703821
gen-2-123	-3.367555
gen-2-124	-3.387404
gen-2-125	-2.861570
gen-2-126	-3.246235
gen-2-127	-2.541974
gen-2-128	-2.982191
gen-2-129	-1.910125
gen-2-13	-3.077924
gen-2-130	-3.022747
gen-2-131	-2.746301
gen-2-132	-2.960648
gen-2-133	-2.822783
gen-2-134	-3.198962
gen-2-135	-2.598450
gen-2-136	-3.369977
gen-2-137	-3.331419
gen-2-138	-3.633671
gen-2-139	-3.088720
gen-2-14	-2.862515
gen-2-140	-2.602861
gen-2-141	-3.177239
gen-2-142	-3.039211
gen-2-143	-3.493531
gen-2-144	-3.377320
gen-2-145	-2.669734
gen-2-146	-2.511440
gen-2-147	-3.645146
gen-2-148	-3.272477
gen-2-149	-3.242830
gen-2-15	-3.617761
gen-2-150	-2.536215
gen-2-151	-3.526064
gen-2-152	-2.942839
gen-2-153	-2.707209
gen-2-154	-3.099955
gen-2-155	-3.348089
gen-2-156	-3.215894
gen-2-157	-3.537754
gen-2-158	-2.808989
gen-2-159	-3.539591
gen-2-16	-2.989255
gen-2-160	-3.175723
gen-2-161	-2.868870
gen-2-162	-3.361812
gen-2-163	-3.417887
gen-2-164	-2.981832
gen-2-165	-3.528496
gen-2-166	-3.264915
gen-2-167	-3.048954
gen-2-168	-3.696241
gen-2-169	-2.928732
gen-2-17	-3.026986
gen-2-170	-3.190500
gen-2-171	-2.788654
gen-2-172	-2.797885
gen-2-173	-2.807657
gen-2-174	-3.158070
gen-2-175	-3.257092
gen-2-176	-2.967558
gen-2-177	-3.709445
gen-2-178	-3.544156
gen-2-179	-3.201540
gen-2-18	-2.835590
gen-2-180	-2.855728
gen-2-181	-3.005986
gen-2-182	-2.745092
gen-2-183	-3.151930
gen-2-184	-2.746581
gen-2-185	-3.569371
gen-2-186	-2.756543
gen-2-187	-2.917105
gen-2-188	-3.339009
gen-2-189	-3.379326
gen-2-19	-2.912765
gen-2-190	-2.654522
gen-2-191	-3.259102
gen-2-192	-2.560259
gen-2-193	-3.726948
gen-2-194	-2.545728
gen-2-195	-2.899356
gen-2-196	-2.966652
gen-2-197	-3.040578
gen-2-198	-3.245489
gen-2-199	-3.816569
gen-2-2	-2.621786
gen-2-20	-3.379975
gen-2-21	-3.607415
gen-2-22	-3.280778
gen-2-23	-2.840450
gen-2-24	-2.600143
gen-2-25	-3.362828
gen-2-26	-3.096060
gen-2-27	-2.541533
gen-2-28	-3.364086
gen-2-29	-2.803903
gen-2-3	-2.942591
gen-2-30	-3.265563
gen-2-31	-2.904343
gen-2-32	-2.634676
gen-2-33	-3.485415
gen-2-34	-3.677090
gen-2-35	-3.639555
gen-2-36	-2.670553
gen-2-37	-3.537655
gen-2-38	-2.646313
gen-2-39	-2.963745
gen-2-4	-3.162558
gen-2-40	-2.326264
gen-2-41	-2.438619
gen-2-42	-2.990285
gen-2-43	-2.631158
gen-2-44	-2.543716
gen-2-45	-2.685533
gen-2-46	-3.719264
gen-2-47	-3.215425
gen-2-48	-3.698618
gen-2-49	-3.016244
gen-2-5	-3.515242
gen-2-50	-3.405463
gen-2-51	-3.181324
gen-2-52	-2.766844
gen-2-53	-2.946690
gen-2-54	-3.850260
gen-2-55	-3.513681
gen-2-56	-3.262277
gen-2-57	-2.615756
gen-2-58	-3.573058
gen-2-59	-3.599496
gen-2-6	-3.268930
gen-2-60	-2.445543
gen-2-61	-3.173356
gen-2-62	-3.807840
gen-2-63	-3.051054
gen-2-64	-3.501024
gen-2-65	-3.219439
gen-2-66	-3.628713
gen-2-67	-3.109846
gen-2-68	-3.047581
gen-2-69	-2.303403
gen-2-7	-3.069888
gen-2-70	-3.595126
gen-2-71	-3.284602
gen-2-72	-2.375949
gen-2-73	-3.304897
gen-2-74	-3.441070
gen-2-75	-3.341938
gen-2-76	-2.774310
gen-2-77	-2.374665
gen-2-78	-2.677276
gen-2-79	-2.734992
gen-2-8	-2.731296
gen-2-80	-2.669658
gen-2-81	-2.781854
gen-2-82	-2.960161
gen-2-83	-2.392835
gen-2-84	-3.520441
gen-2-85	-3.565552
gen-2-86	-2.643364
gen-2-87	-2.068975
gen-2-88	-3.694580
gen-2-89	-2.824278
gen-2-9	-2.952822
gen-2-90	-2.767399
gen-2-91	-3.380094
gen-2-92	-2.620720
gen-2-93	-2.973391
gen-2-94	-3.036545
gen-2-95	-3.428583
gen-2-96	-3.214722
gen-2-97	-3.182589
gen-2-98	-3.626626
gen-2-99	-3.470228
