Index	e_above_hull	formation_energy	Sn_fraction
mp-0	0.007747	-0.191860	0.714286
mp-1	0.025226	-0.376313	0.250000
mp-2	0.013512	0.013512	0.000000
mp-3	0.046786	0.046786	0.000000
mp-4	0.010944	0.010944	1.000000
mp-5	0.021205	-0.379719	0.285714
mp-6	0.003081	0.003081	0.000000
mp-7	0.015796	0.015796	1.000000
mp-8	0.015357	0.015357	1.000000
mp-9	0.003463	-0.174620	0.750000
mp-10	0.041750	-0.343887	0.222222
mp-11	0.012069	0.012069	0.000000
mp-12	0.007065	-0.321684	0.500000
mp-13	0.009061	0.009061	1.000000
mp-14	0.025619	-0.304078	0.185185
mp-15	0.011836	0.011836	0.000000
mp-16	0.003302	0.003302	1.000000
mp-17	0.010317	0.010317	1.000000
mp-18	0.014101	-0.314649	0.500000
mp-19	0.012872	0.012872	0.000000
mp-20	0.026823	-0.369288	0.300000
mp-21	0.000417	0.000417	1.000000
mp-22	0.020184	-0.318933	0.190476
mp-23	0.000000	0.000000	0.000000
mp-24	0.006665	0.006665	1.000000
mp-25	0.012643	0.012643	0.000000
mp-26	0.021790	-0.379906	0.277778
mp-27	0.261949	0.261949	0.000000
mp-28	0.021219	0.021219	1.000000
O-0	0.000000	-0.402187	0.272727
O-1	0.000006	-0.401533	0.250000
O-2	0.221284	0.102562	0.833333
O-3	0.061367	-0.267383	0.500000
O-4	0.059071	-0.303359	0.400000
O-5	0.056600	-0.272149	0.500000
O-6	0.018998	-0.343433	0.400000
O-7	0.010994	-0.217311	0.666667
O-8	0.000000	-0.328749	0.500000
O-9	0.080973	-0.097110	0.750000
O-10	0.007326	-0.388786	0.300000
O-11	0.025986	-0.173621	0.714286
O-12	0.015955	-0.368930	0.333333
O-13	0.031642	-0.146441	0.750000
O-14	0.007515	-0.215031	0.125000
O-15	0.076489	-0.002659	0.888889
O-16	0.033154	-0.144929	0.750000
O-17	0.008800	-0.319950	0.500000
O-18	0.009750	-0.318999	0.500000
O-19	0.095000	-0.023722	0.833333
O-20	1.018519	0.790214	0.666667
