Index	e_above_hull	formation_energy	Sn_fraction
mp-0	0.029060	-0.185706	0.714286
mp-1	0.043926	-0.382908	0.250000
mp-2	0.011019	0.011019	0.000000
mp-3	0.044739	0.044739	0.000000
mp-4	0.012654	0.012654	1.000000
mp-5	0.041065	-0.385835	0.285714
mp-6	0.001142	0.001142	0.000000
mp-7	0.042063	0.042063	1.000000
mp-8	0.041399	0.041399	1.000000
mp-9	0.026031	-0.161889	0.750000
mp-10	0.058906	-0.351494	0.222222
mp-11	0.009969	0.009969	0.000000
mp-12	0.038533	-0.320284	0.500000
mp-13	0.037209	0.037209	1.000000
mp-14	0.042413	-0.311290	0.185185
mp-15	0.009655	0.009655	0.000000
mp-16	0.036897	0.036897	1.000000
mp-17	0.038149	0.038149	1.000000
mp-18	0.044707	-0.314110	0.500000
mp-19	0.010266	0.010266	0.000000
mp-20	0.047823	-0.374537	0.300000
mp-21	0.000149	0.000149	1.000000
mp-22	0.036588	-0.326654	0.190476
mp-23	0.000000	0.000000	0.000000
mp-24	0.029357	0.029357	1.000000
mp-25	0.010145	0.010145	0.000000
mp-26	0.041509	-0.386012	0.277778
mp-27	0.250288	0.250288	0.000000
mp-28	0.046673	0.046673	1.000000
O-0	0.000000	-0.427916	0.272727
O-1	0.000006	-0.426827	0.250000
O-2	0.191411	0.066131	0.833333
O-3	0.061367	-0.297450	0.500000
O-4	0.059071	-0.331518	0.400000
O-5	0.056600	-0.302217	0.500000
O-6	0.018998	-0.371591	0.400000
O-7	0.000000	-0.250560	0.666667
O-8	0.000000	-0.358817	0.500000
O-9	0.055970	-0.131950	0.750000
O-10	0.007326	-0.415035	0.300000
O-11	0.006986	-0.207779	0.714286
O-12	0.015955	-0.395815	0.333333
O-13	0.006639	-0.181281	0.750000
O-14	0.002297	-0.237939	0.125000
O-15	0.043370	-0.040150	0.888889
O-16	0.008151	-0.179768	0.750000
O-17	0.008800	-0.350017	0.500000
O-18	0.009750	-0.349067	0.500000
O-19	0.065127	-0.060152	0.833333
O-20	1.007525	0.756966	0.666667
O-21	0.000000	-0.380413	0.200000
O-22	0.006614	-0.181306	0.750000
