Index	e_above_hull	formation_energy	Sn_fraction
mp-0	0.024098	-0.153264	0.714286
mp-1	0.001664	-0.327831	0.250000
mp-2	0.024441	0.024441	0.000000
mp-3	0.060988	0.060988	0.000000
mp-4	0.083411	0.083411	1.000000
mp-5	0.000819	-0.331968	0.285714
mp-6	0.008881	0.008881	0.000000
mp-7	0.023358	0.023358	1.000000
mp-8	0.023062	0.023062	1.000000
mp-9	0.006984	-0.152163	0.750000
mp-10	0.015050	-0.296455	0.222222
mp-11	0.019557	0.019557	0.000000
mp-12	0.003009	-0.283646	0.500000
mp-13	0.010336	0.010336	1.000000
mp-14	0.005194	-0.261410	0.185185
mp-15	0.020062	0.020062	0.000000
mp-16	0.000000	0.000000	1.000000
mp-17	0.012668	0.012668	1.000000
mp-18	0.011705	-0.274950	0.500000
mp-19	0.022180	0.022180	0.000000
mp-20	0.006773	-0.322939	0.300000
mp-21	0.077878	0.077878	1.000000
mp-22	0.000137	-0.274083	0.190476
mp-23	0.000000	0.000000	0.000000
mp-24	0.024086	0.024086	1.000000
mp-25	0.021020	0.021020	0.000000
mp-26	0.000038	-0.332622	0.277778
mp-27	0.331066	0.331066	0.000000
mp-28	0.040019	0.040019	1.000000
O-0	0.120970	-0.211115	0.272727
O-1	0.115926	-0.213570	0.250000
O-2	0.476438	0.370340	0.833333
O-3	0.241442	-0.045213	0.500000
O-4	0.213311	-0.094873	0.400000
O-5	0.236675	-0.049980	0.500000
O-6	0.173238	-0.134946	0.400000
O-7	0.229313	0.027663	0.666667
O-8	0.180075	-0.106580	0.500000
O-9	0.318413	0.159266	0.750000
O-10	0.135730	-0.193982	0.300000
O-11	0.255231	0.077869	0.714286
O-12	0.152971	-0.169565	0.333333
O-13	0.269082	0.109935	0.750000
O-14	0.135786	-0.044171	0.125000
O-15	0.343453	0.272721	0.888889
O-16	0.270595	0.111448	0.750000
O-17	0.188875	-0.097780	0.500000
O-18	0.189825	-0.096830	0.500000
O-19	0.350155	0.244057	0.833333
O-20	1.236838	1.035188	0.666667
O-21	0.110455	-0.174951	0.200000
O-22	0.269057	0.109910	0.750000
O-23	0.349538	0.027002	0.333333
