Index	e_above_hull	formation_energy	Sn_fraction
mp-0	0.008996	-0.189836	0.714286
mp-1	0.034082	-0.379253	0.250000
mp-2	0.012458	0.012458	0.000000
mp-3	0.045661	0.045661	0.000000
mp-4	0.011475	0.011475	1.000000
mp-5	0.030605	-0.382361	0.285714
mp-6	0.002398	0.002398	0.000000
mp-7	0.024258	0.024258	1.000000
mp-8	0.023773	0.023773	1.000000
mp-9	0.003585	-0.170393	0.750000
mp-10	0.050194	-0.347048	0.222222
mp-11	0.011257	0.011257	0.000000
mp-12	0.020799	-0.321466	0.500000
mp-13	0.018194	0.018194	1.000000
mp-14	0.033939	-0.307057	0.185185
mp-15	0.010958	0.010958	0.000000
mp-16	0.013519	0.013519	1.000000
mp-17	0.019320	0.019320	1.000000
mp-18	0.027610	-0.314654	0.500000
mp-19	0.011854	0.011854	0.000000
mp-20	0.036615	-0.371637	0.300000
mp-21	0.000340	0.000340	1.000000
mp-22	0.028376	-0.322095	0.190476
mp-23	0.000000	0.000000	0.000000
mp-24	0.013903	0.013903	1.000000
mp-25	0.011700	0.011700	0.000000
mp-26	0.031129	-0.382554	0.277778
mp-27	0.256464	0.256464	0.000000
mp-28	0.028941	0.028941	1.000000
O-0	0.000000	-0.414140	0.272727
O-1	0.000006	-0.413329	0.250000
O-2	0.202741	0.086755	0.833333
O-3	0.061367	-0.280898	0.500000
O-4	0.059071	-0.316187	0.400000
O-5	0.056600	-0.285664	0.500000
O-6	0.018998	-0.356260	0.400000
O-7	0.000000	-0.231971	0.666667
O-8	0.000000	-0.342264	0.500000
O-9	0.061635	-0.112343	0.750000
O-10	0.007326	-0.400926	0.300000
O-11	0.010224	-0.188609	0.714286
O-12	0.015955	-0.381299	0.333333
O-13	0.012304	-0.161675	0.750000
O-14	0.004908	-0.225968	0.125000
O-15	0.058477	-0.018847	0.888889
O-16	0.013816	-0.160162	0.750000
O-17	0.008800	-0.333464	0.500000
O-18	0.009750	-0.332514	0.500000
O-19	0.076458	-0.039528	0.833333
O-20	1.007525	0.775554	0.666667
O-21	0.000000	-0.367525	0.200000
O-22	0.012279	-0.161700	0.750000
O-23	0.212521	-0.184733	0.333333
O-24	0.011791	-0.162187	0.750000
O-25	0.000139	-0.413544	0.277778
O-26	0.292600	-0.049664	0.500000
O-27	0.015805	-0.381449	0.333333
O-28	0.007840	-0.268248	0.600000
O-29	0.166672	-0.134233	0.562500
O-30	0.255841	0.050618	0.111111
O-31	0.000000	-0.342264	0.500000
O-32	0.000000	-0.412965	0.285714
O-33	0.012304	-0.161675	0.750000
O-34	0.015029	-0.327235	0.500000
O-35	0.886609	0.489355	0.333333
O-36	0.000000	-0.307834	0.166667
O-37	0.054987	-0.331642	0.214286
O-38	1.341374	0.990903	0.190476
O-39	0.195075	-0.036896	0.666667
O-40	0.060631	-0.352704	0.250000
O-41	0.047650	-0.358064	0.307692
O-42	0.782100	0.439836	0.500000
O-43	0.000000	-0.397242	0.222222
O-44	0.257431	-0.155904	0.250000
O-45	0.000006	-0.414134	0.272727
O-46	0.000000	-0.342264	0.500000
O-47	0.000000	-0.413335	0.250000
O-48	0.015689	-0.381553	0.222222
O-49	0.068606	-0.344729	0.250000
O-50	0.000006	-0.413329	0.250000
O-51	0.050630	-0.346624	0.333333
O-52	0.397947	0.014441	0.375000
a-0	0.030432	-0.311832	0.500000
a-1	0.046983	-0.126996	0.750000
a-2	0.101309	-0.295945	0.333333
a-3	0.028219	-0.322252	0.190476
a-4	0.034053	-0.379282	0.250000
a-5	0.150458	0.034472	0.833333
a-6	0.097528	-0.299726	0.333333
a-7	0.072531	-0.269733	0.500000
a-8	0.056902	-0.173974	0.125000
a-9	0.025671	-0.206300	0.666667
a-10	0.040805	-0.356449	0.333333
a-11	0.016487	-0.325777	0.500000
a-12	0.076909	-0.265356	0.500000
a-13	0.065099	-0.332155	0.333333
a-14	0.029988	-0.312276	0.500000
a-15	0.040916	-0.356338	0.333333
a-16	0.076529	-0.199559	0.600000
a-17	0.065144	-0.332110	0.333333
a-18	0.037335	-0.359919	0.333333
a-19	0.078417	-0.153555	0.666667
a-20	0.144940	-0.268395	0.250000
a-21	0.103043	-0.239221	0.500000
a-22	0.162301	-0.234953	0.333333
a-23	0.086013	-0.256251	0.500000
a-24	0.036885	-0.360369	0.333333
a-25	0.135225	-0.262029	0.333333
a-26	0.037057	-0.078928	0.833333
a-27	0.003534	-0.170444	0.750000
a-28	0.036606	-0.371646	0.300000
a-29	0.040526	-0.191446	0.666667
a-30	0.101534	-0.240730	0.500000
a-31	0.000991	-0.172987	0.750000
a-32	0.055695	-0.118284	0.750000
a-33	0.315436	-0.081818	0.333333
a-34	0.033797	-0.274037	0.166667
a-35	0.205271	-0.191983	0.333333
a-36	0.020608	-0.321657	0.500000
a-37	0.017612	-0.324652	0.500000
a-38	0.034593	-0.197378	0.666667
a-39	0.054798	-0.342456	0.333333
a-40	0.165205	-0.248130	0.250000
a-41	0.025215	-0.206756	0.666667
a-42	0.033666	-0.140312	0.750000
a-43	0.021952	-0.320312	0.500000
a-44	0.033847	-0.379488	0.250000
a-45	0.065233	-0.332021	0.333333
a-46	0.062024	-0.111954	0.750000
a-47	0.098712	-0.314624	0.250000
a-48	0.139682	-0.257572	0.333333
a-49	0.027936	-0.204035	0.666667
a-50	0.214089	-0.153436	0.200000
a-51	0.084649	-0.220851	0.555556
a-52	0.019793	-0.212178	0.666667
a-53	0.142457	-0.270878	0.250000
a-54	0.252472	-0.115053	0.200000
a-55	0.039408	-0.357846	0.333333
a-56	0.076557	-0.320697	0.333333
a-57	0.140651	-0.272684	0.250000
a-58	0.031220	-0.382463	0.277778
a-59	0.021846	-0.210125	0.666667
a-60	0.064673	-0.167298	0.666667
a-61	0.053120	-0.178851	0.666667
a-62	0.065190	-0.332064	0.333333
a-63	0.004139	-0.169839	0.750000
a-64	0.169709	-0.172556	0.500000
a-65	0.034226	-0.379109	0.250000
a-66	0.219661	-0.177593	0.333333
a-67	0.123738	-0.289597	0.250000
