gen-2-33	-21.151563	-4.230313
gen-2-138	-48.273012	-3.218201
gen-2-136	-42.644190	-4.264419
gen-2-74	-34.152239	-4.269030
gen-2-93	-76.512679	-4.250704
gen-2-172	-34.390000	-3.439000
gen-2-162	-41.366014	-3.447168
gen-2-193	-76.775488	-4.265305
gen-2-155	-43.002438	-3.583536
gen-2-181	-64.624329	-3.231216
gen-2-15	-70.090269	-3.893904
gen-2-46	-13.809857	-3.452464
gen-2-122	-37.004900	-3.083742
gen-2-124	-11.749731	-2.937433
gen-2-156	-29.653963	-4.236280
gen-2-152	-37.259129	-3.104927
gen-2-171	-55.172253	-3.448266
gen-2-148	-27.871824	-3.096869
gen-2-25	-31.676391	-3.519599
gen-2-26	-72.142775	-3.607139
gen-2-21	-61.979162	-3.443287
gen-2-35	-60.889548	-3.044477
gen-2-81	-25.605586	-4.267598
gen-2-0	-52.779114	-3.298695
gen-2-82	-18.632609	-3.105435
gen-2-143	-38.057188	-4.228576
gen-2-2	-51.211991	-4.267666
gen-2-42	-25.581451	-4.263575
gen-2-58	-62.510136	-3.125507
gen-2-135	-52.399586	-3.493306
gen-2-10	-53.671277	-2.981738
gen-2-6	-27.641065	-2.764106
gen-2-59	-18.583033	-3.097172
gen-2-98	-85.527536	-4.276377
gen-2-99	-27.903020	-3.100336
gen-2-60	-50.724531	-4.227044
gen-2-199	-25.603289	-4.267215
gen-2-62	-37.177009	-3.098084
gen-2-54	-23.476790	-2.934599
gen-2-49	-15.872480	-2.645413
gen-2-92	-55.928307	-3.107128
gen-2-142	-42.300863	-3.021490
gen-2-67	-42.676669	-4.267667
gen-2-17	-25.582411	-4.263735
gen-2-20	-38.048696	-4.227633
gen-2-95	-72.018441	-3.600922
gen-2-70	-22.326139	-3.721023
gen-2-34	-34.247538	-3.424754
gen-2-115	-42.636892	-4.263689
gen-2-126	-62.110210	-3.881888
gen-2-160	-34.161523	-4.270190
gen-2-22	-13.906703	-2.781341
gen-2-44	-31.892552	-2.657713
gen-2-91	-51.237574	-4.269798
gen-2-146	-29.686120	-4.240874
gen-2-71	-39.276544	-3.273045
gen-2-3	-26.568556	-3.795508
gen-2-56	-72.011024	-3.600551
gen-2-77	-27.578407	-3.447301
gen-2-184	-16.940215	-4.235054
gen-2-118	-20.904943	-4.180989
gen-2-85	-34.152071	-4.269009
gen-2-173	-50.983429	-4.248619
gen-2-125	-54.755654	-3.422228
gen-2-178	-27.940089	-3.104454
gen-2-113	-48.279878	-3.448563
gen-2-132	-25.379627	-3.172453
gen-2-110	-42.796189	-3.566349
gen-2-11	-51.151611	-4.262634
gen-2-127	-42.881658	-3.573472
gen-2-151	-13.806810	-3.451703
gen-2-55	-50.893729	-4.241144
gen-2-114	-60.213899	-3.763369
gen-2-163	-59.535310	-4.252522
gen-2-129	-25.445082	-4.240847
