Index	e_above_hull	formation_energy	Sn_fraction
gen-1-126	0.012402	-0.272180	0.555556
gen-1-127	0.014353	-0.343035	0.333333
gen-1-128	0.021774	-0.314894	0.416667
gen-1-129	0.014805	0.014805	0.000000
gen-1-130	0.026700	-0.323153	0.363636
gen-1-131	0.016611	-0.324201	0.400000
gen-1-132	0.031777	-0.325610	0.333333
gen-1-133	0.018331	-0.203519	0.666667
gen-1-134	0.010420	-0.305528	0.500000
gen-1-135	0.042800	-0.251905	0.181818
gen-1-136	0.019538	-0.337849	0.333333
gen-1-137	0.030569	-0.185548	0.133333
gen-1-138	0.027416	-0.329972	0.333333
gen-1-139	0.008320	-0.307628	0.500000
gen-1-140	0.014367	-0.273352	0.550000
gen-1-141	0.022994	-0.247152	0.166667
gen-1-142	0.002388	-0.348230	0.222222
gen-1-143	0.025419	-0.278496	0.187500
gen-1-144	0.023510	-0.323518	0.375000
gen-1-145	0.039438	-0.317950	0.333333
gen-1-146	0.016237	-0.324575	0.400000
gen-1-147	0.024167	-0.235322	0.600000
gen-1-148	0.011091	-0.346297	0.333333
gen-1-149	0.034680	-0.334548	0.285714
gen-1-150	0.013916	-0.256230	0.166667
gen-1-151	0.020221	-0.320591	0.400000
gen-1-152	0.008706	-0.307242	0.500000
gen-1-153	0.029286	-0.192564	0.666667
gen-1-154	0.020260	-0.320552	0.400000
gen-1-155	0.001077	-0.314871	0.500000
gen-1-156	0.005431	-0.360245	0.300000
gen-1-157	0.036507	-0.320881	0.333333
gen-1-158	0.024434	-0.338134	0.312500
gen-1-159	0.013089	-0.302859	0.500000
gen-1-160	0.011544	-0.304404	0.500000
gen-1-161	0.010602	-0.346786	0.333333
gen-1-162	0.003780	-0.266366	0.166667
gen-1-163	0.013936	-0.302012	0.500000
gen-1-164	0.011598	-0.345790	0.333333
gen-1-165	0.001271	-0.173530	0.750000
gen-1-166	0.015390	-0.206460	0.666667
gen-1-167	0.000000	-0.174801	0.750000
gen-1-168	0.024433	-0.220941	0.625000
gen-1-169	0.023606	-0.246540	0.166667
gen-1-170	0.027598	-0.309070	0.416667
gen-1-171	0.017577	-0.329451	0.375000
gen-1-172	0.009542	-0.312216	0.200000
gen-1-173	0.002795	-0.347823	0.222222
gen-1-174	0.015154	-0.318554	0.428571
gen-1-175	0.005489	-0.216361	0.666667
gen-1-176	0.009535	-0.306413	0.500000
gen-1-177	0.024891	-0.332497	0.333333
gen-1-178	0.010217	-0.347171	0.333333
gen-1-179	0.032231	-0.308581	0.400000
gen-1-180	0.002502	-0.313446	0.500000
gen-1-181	0.008079	-0.342539	0.222222
