Index	e_above_hull	formation_energy	Sn_fraction
mp-0	0.045649	-0.124082	0.714286
mp-1	0.002465	-0.290041	0.250000
mp-2	0.033837	0.033837	0.000000
mp-3	0.074317	0.074317	0.000000
mp-4	0.138065	0.138065	1.000000
mp-5	0.001236	-0.294982	0.285714
mp-6	0.013302	0.013302	0.000000
mp-7	0.029417	0.029417	1.000000
mp-8	0.029081	0.029081	1.000000
mp-9	0.019413	-0.135352	0.750000
mp-10	0.014801	-0.259631	0.222222
mp-11	0.025505	0.025505	0.000000
mp-12	0.004894	-0.254635	0.500000
mp-13	0.011117	0.011117	1.000000
mp-14	0.004426	-0.228282	0.185185
mp-15	0.026666	0.026666	0.000000
mp-16	0.000000	0.000000	1.000000
mp-17	0.014265	0.014265	1.000000
mp-18	0.014805	-0.244725	0.500000
mp-19	0.029499	0.029499	0.000000
mp-20	0.006742	-0.287030	0.300000
mp-21	0.136306	0.136306	1.000000
mp-22	0.000123	-0.239234	0.190476
mp-23	0.000000	0.000000	0.000000
mp-24	0.037428	0.037428	1.000000
mp-25	0.027488	0.027488	0.000000
mp-26	0.000058	-0.295964	0.277778
mp-27	0.397498	0.397498	0.000000
mp-28	0.057917	0.057917	1.000000
O-0	0.278008	-0.017374	0.272727
O-1	0.270312	-0.022194	0.250000
O-2	0.725574	0.622397	0.833333
O-3	0.431699	0.172169	0.500000
O-4	0.388758	0.112107	0.400000
O-5	0.426932	0.167403	0.500000
O-6	0.348685	0.072034	0.400000
O-7	0.452069	0.262383	0.666667
O-8	0.370332	0.110803	0.500000
O-9	0.557419	0.402655	0.750000
O-10	0.296368	0.002595	0.300000
O-11	0.487273	0.317542	0.714286
O-12	0.318545	0.030480	0.333333
O-13	0.508088	0.353324	0.750000
O-14	0.291280	0.134202	0.125000
O-15	0.599342	0.530558	0.888889
O-16	0.509601	0.354836	0.750000
O-17	0.379132	0.119602	0.500000
O-18	0.380082	0.120553	0.500000
O-19	0.599290	0.496114	0.833333
O-20	1.459595	1.269908	0.666667
O-21	0.261103	0.011224	0.200000
O-22	0.508063	0.353299	0.750000
O-23	0.515112	0.227047	0.333333
O-24	0.507576	0.352811	0.750000
O-25	0.280494	-0.015527	0.277778
O-26	0.662932	0.403403	0.500000
O-27	0.318395	0.030330	0.333333
O-28	0.427214	0.209591	0.600000
O-29	0.567655	0.334317	0.562500
O-30	0.546972	0.407347	0.111111
O-31	0.370332	0.110803	0.500000
O-32	0.283236	-0.012982	0.285714
O-33	0.508088	0.353324	0.750000
O-34	0.385361	0.125832	0.500000
O-35	1.189199	0.901134	0.333333
O-36	0.272095	0.062658	0.166667
O-37	0.316309	0.050646	0.214286
