Index	e_above_hull	formation_energy	Sn_fraction
mp-0	0.020371	-0.187856	0.714286
mp-1	0.040154	-0.381555	0.250000
mp-2	0.011601	0.011601	0.000000
mp-3	0.044894	0.044894	0.000000
mp-4	0.011987	0.011987	1.000000
mp-5	0.037087	-0.384473	0.285714
mp-6	0.001764	0.001764	0.000000
mp-7	0.032394	0.032394	1.000000
mp-8	0.031852	0.031852	1.000000
mp-9	0.015830	-0.166369	0.750000
mp-10	0.055808	-0.349634	0.222222
mp-11	0.010549	0.010549	0.000000
mp-12	0.031096	-0.321094	0.500000
mp-13	0.026942	0.026942	1.000000
mp-14	0.039455	-0.309511	0.185185
mp-15	0.010203	0.010203	0.000000
mp-16	0.023565	0.023565	1.000000
mp-17	0.027946	0.027946	1.000000
mp-18	0.037667	-0.314523	0.500000
mp-19	0.010970	0.010970	0.000000
mp-20	0.043459	-0.373476	0.300000
mp-21	0.000265	0.000265	1.000000
mp-22	0.033769	-0.324705	0.190476
mp-23	0.000000	0.000000	0.000000
mp-24	0.020851	0.020851	1.000000
mp-25	0.010864	0.010864	0.000000
mp-26	0.037563	-0.384666	0.277778
mp-27	0.252470	0.252470	0.000000
mp-28	0.036617	0.036617	1.000000
O-0	0.000000	-0.422654	0.272727
O-1	0.000006	-0.421702	0.250000
O-2	0.196225	0.074759	0.833333
O-3	0.061367	-0.290823	0.500000
O-4	0.059071	-0.325492	0.400000
O-5	0.056600	-0.295590	0.500000
O-6	0.018998	-0.365565	0.400000
O-7	0.000000	-0.242932	0.666667
O-8	0.000000	-0.352190	0.500000
O-9	0.058377	-0.123822	0.750000
O-10	0.007326	-0.409610	0.300000
O-11	0.008362	-0.199866	0.714286
O-12	0.015955	-0.390190	0.333333
O-13	0.009046	-0.173153	0.750000
O-14	0.003203	-0.233564	0.125000
O-15	0.049789	-0.031188	0.888889
O-16	0.010558	-0.171641	0.750000
O-17	0.008800	-0.343390	0.500000
O-18	0.009750	-0.342440	0.500000
O-19	0.069942	-0.051524	0.833333
O-20	1.007525	0.764593	0.666667
O-21	0.000000	-0.375588	0.200000
O-22	0.009021	-0.173178	0.750000
O-23	0.212521	-0.193623	0.333333
O-24	0.008533	-0.173666	0.750000
O-25	0.000139	-0.422090	0.277778
O-26	0.292600	-0.059590	0.500000
O-27	0.015805	-0.390340	0.333333
O-28	0.007840	-0.278795	0.600000
O-29	0.166672	-0.144547	0.562500
O-30	0.253568	0.043108	0.111111
O-31	0.000000	-0.352190	0.500000
O-32	0.000000	-0.421560	0.285714
O-33	0.009046	-0.173153	0.750000
O-34	0.015029	-0.337161	0.500000
O-35	0.886609	0.480464	0.333333
O-36	0.000000	-0.315689	0.166667
O-37	0.054987	-0.339793	0.214286
O-38	1.341374	0.982900	0.190476
O-39	0.195075	-0.047857	0.666667
O-40	0.060631	-0.361077	0.250000
O-41	0.047650	-0.366795	0.307692
O-42	0.782100	0.429910	0.500000
O-43	0.000000	-0.405442	0.222222
O-44	0.257431	-0.164277	0.250000
O-45	0.000006	-0.422648	0.272727
O-46	0.000000	-0.352190	0.500000
O-47	0.000000	-0.421708	0.250000
O-48	0.015689	-0.389753	0.222222
O-49	0.068606	-0.353102	0.250000
O-50	0.000006	-0.421702	0.250000
O-51	0.050630	-0.355515	0.333333
O-52	0.397947	0.005291	0.375000
a-0	0.040799	-0.311391	0.500000
a-1	0.059643	-0.122556	0.750000
a-2	0.110030	-0.296115	0.333333
a-3	0.033611	-0.324863	0.190476
a-4	0.040162	-0.381546	0.250000
a-5	0.155407	0.033941	0.833333
