Index	e_above_hull	formation_energy	Sn_fraction
mp-0	0.015355	-0.173400	0.714286
mp-1	0.001141	-0.352923	0.250000
mp-2	0.018629	0.018629	0.000000
mp-3	0.053130	0.053130	0.000000
mp-4	0.046013	0.046013	1.000000
mp-5	0.000542	-0.356627	0.285714
mp-6	0.005952	0.005952	0.000000
mp-7	0.018467	0.018467	1.000000
mp-8	0.018137	0.018137	1.000000
mp-9	0.005202	-0.164154	0.750000
mp-10	0.015206	-0.320920	0.222222
mp-11	0.015703	0.015703	0.000000
mp-12	0.001768	-0.303384	0.500000
mp-13	0.008738	0.008738	1.000000
mp-14	0.005691	-0.283402	0.185185
mp-15	0.015809	0.015809	0.000000
mp-16	0.000000	0.000000	1.000000
mp-17	0.010528	0.010528	1.000000
mp-18	0.009646	-0.295505	0.500000
mp-19	0.017404	0.017404	0.000000
mp-20	0.006801	-0.346900	0.300000
mp-21	0.037971	0.037971	1.000000
mp-22	0.000147	-0.297207	0.190476
mp-23	0.000000	0.000000	0.000000
mp-24	0.014284	0.014284	1.000000
mp-25	0.016755	0.016755	0.000000
mp-26	0.000025	-0.357047	0.277778
mp-27	0.292546	0.292546	0.000000
mp-28	0.028619	0.028619	1.000000
O-0	0.036615	-0.319910	0.272727
O-1	0.033291	-0.320773	0.250000
O-2	0.335183	0.222279	0.833333
O-3	0.135224	-0.169927	0.500000
O-4	0.116844	-0.212582	0.400000
O-5	0.130458	-0.174694	0.500000
O-6	0.076770	-0.252656	0.400000
O-7	0.105897	-0.108724	0.666667
O-8	0.073858	-0.231294	0.500000
O-9	0.186398	0.017042	0.750000
O-10	0.049013	-0.304688	0.300000
O-11	0.126901	-0.061854	0.714286
O-12	0.063004	-0.282605	0.333333
O-13	0.137067	-0.032289	0.750000
O-14	0.052519	-0.142619	0.125000
O-15	0.196038	0.120769	0.888889
O-16	0.138579	-0.030777	0.750000
O-17	0.082658	-0.222494	0.500000
O-18	0.083608	-0.221544	0.500000
O-19	0.208899	0.095995	0.833333
O-20	1.113422	0.898801	0.666667
O-21	0.030332	-0.278653	0.200000
