Index	e_above_hull	formation_energy	Sn_fraction
mp-0	0.009269	-0.188954	0.714286
mp-1	0.013887	-0.371296	0.250000
mp-2	0.014686	0.014686	0.000000
mp-3	0.048152	0.048152	0.000000
mp-4	0.017322	0.017322	1.000000
mp-5	0.009246	-0.374818	0.285714
mp-6	0.003786	0.003786	0.000000
mp-7	0.014124	0.014124	1.000000
mp-8	0.013723	0.013723	1.000000
mp-9	0.003888	-0.173747	0.750000
mp-10	0.030792	-0.338881	0.222222
mp-11	0.012938	0.012938	0.000000
mp-12	0.003380	-0.318361	0.500000
mp-13	0.006681	0.006681	1.000000
mp-14	0.015669	-0.299537	0.185185
mp-15	0.012781	0.012781	0.000000
mp-16	0.000000	0.000000	1.000000
mp-17	0.008069	0.008069	1.000000
mp-18	0.010631	-0.311110	0.500000
mp-19	0.013958	0.013958	0.000000
mp-20	0.015318	-0.364591	0.300000
mp-21	0.007410	0.007410	1.000000
mp-22	0.010056	-0.314156	0.190476
mp-23	0.000000	0.000000	0.000000
mp-24	0.006230	0.006230	1.000000
mp-25	0.013638	0.013638	0.000000
mp-26	0.009901	-0.375048	0.277778
mp-27	0.268516	0.268516	0.000000
mp-28	0.020501	0.020501	1.000000
O-0	0.000000	-0.385511	0.272727
O-1	0.000006	-0.385177	0.250000
O-2	0.245569	0.127146	0.833333
O-3	0.074241	-0.247501	0.500000
O-4	0.065937	-0.284888	0.400000
O-5	0.069474	-0.252267	0.500000
O-6	0.025864	-0.324961	0.400000
O-7	0.030593	-0.195078	0.666667
O-8	0.012874	-0.308867	0.500000
O-9	0.103934	-0.073701	0.750000
O-10	0.008184	-0.371725	0.300000
O-11	0.047506	-0.150716	0.714286
O-12	0.018816	-0.351399	0.333333
O-13	0.054603	-0.123033	0.750000
O-14	0.012326	-0.200438	0.125000
O-15	0.101658	0.022709	0.888889
O-16	0.056116	-0.121520	0.750000
O-17	0.021674	-0.300067	0.500000
O-18	0.022624	-0.299117	0.500000
O-19	0.119286	0.000862	0.833333
O-20	1.038118	0.812447	0.666667
O-21	0.000000	-0.340423	0.200000
O-22	0.054578	-0.123058	0.750000
O-23	0.215382	-0.154832	0.333333
O-24	0.054091	-0.123545	0.750000
O-25	0.000139	-0.384810	0.277778
O-26	0.305474	-0.016268	0.500000
O-27	0.018666	-0.351549	0.333333
O-28	0.031346	-0.232754	0.600000
O-29	0.186191	-0.099524	0.562500
O-30	0.264980	0.075856	0.111111
O-31	0.012874	-0.308867	0.500000
O-32	0.000000	-0.384064	0.285714
O-33	0.054603	-0.123033	0.750000
O-34	0.027903	-0.293838	0.500000
O-35	0.889470	0.519255	0.333333
O-36	0.002255	-0.281430	0.166667
O-37	0.054987	-0.304239	0.214286
O-38	1.342018	1.017806	0.190476
O-39	0.225668	-0.000003	0.666667
O-40	0.060631	-0.324552	0.250000
O-41	0.048970	-0.328702	0.307692
O-42	0.794974	0.473232	0.500000
O-43	0.000000	-0.369673	0.222222
O-44	0.257431	-0.127752	0.250000
O-45	0.000006	-0.385505	0.272727
O-46	0.012874	-0.308867	0.500000
O-47	0.000000	-0.385183	0.250000
O-48	0.015689	-0.353984	0.222222
O-49	0.068606	-0.316577	0.250000
O-50	0.000006	-0.385177	0.250000
O-51	0.053491	-0.316724	0.333333
O-52	0.403311	0.045215	0.375000
a-0	0.012866	-0.308875	0.500000
a-1	0.046810	-0.130826	0.750000
a-2	0.077615	-0.292600	0.333333
a-3	0.009903	-0.314309	0.190476
a-4	0.013759	-0.371424	0.250000
a-5	0.163805	0.045381	0.833333
a-6	0.077848	-0.292366	0.333333
a-7	0.056681	-0.265061	0.500000
a-8	0.043584	-0.169180	0.125000
a-9	0.017590	-0.208081	0.666667
