# Tetrahedron method
       -1.1758655423        0.0000000000
       -1.1053136063        0.0000000000
       -1.0347616702        0.0000000000
       -0.9642097342        0.0000000000
       -0.8936577982        0.0000000000
       -0.8231058622        0.0000000000
       -0.7525539261        0.0000000000
       -0.6820019901        0.0000000000
       -0.6114500541        0.0000000000
       -0.5408981181        0.0000000000
       -0.4703461820        0.0000000000
       -0.3997942460        0.0000000000
       -0.3292423100        0.0000000000
       -0.2586903740        0.0000000000
       -0.1881384379        0.0000000000
       -0.1175865019        0.0000000000
       -0.0470345659        0.0000000000
        0.0235173701        0.0011506632
        0.0940693062        0.0184108736
        0.1646212422        0.0563834152
        0.2351731782        0.1533943494
        0.3057251142        0.3274487150
        0.3762770503        0.4993753692
        0.4468289863        0.7520812640
        0.5173809223        1.0559051760
        0.5879328583        1.3167325900
        0.6584847944        1.7285449578
        0.7290367304        2.1490136090
        0.7995886664        2.7601000801
        0.8701406024        3.7915934639
        0.9406925385        3.9788595804
        1.0112444745        4.7244933850
        1.0817964105        4.9821518083
        1.1523483465        6.2424674879
        1.2229002826        7.5043660855
        1.2934522186        7.2986037183
        1.3640041546        9.3413290994
        1.4345560906       22.7080208313
        1.5051080267       16.1716797103
        1.5756599627       23.8976638715
        1.6462118987       23.2548599312
        1.7167638347       20.1869614429
        1.7873157708       33.2107034296
        1.8578677068       24.2250250352
        1.9284196428       19.5575251358
        1.9989715788       28.3441217483
        2.0695235149       29.7877425442
        2.1400754509       44.0345765513
        2.2106273869       42.9694629544
        2.2811793229       52.5606494944
        2.3517312590       51.3074229388
        2.4222831950       19.6756400599
        2.4928351310       32.7939950468
        2.5633870670        8.3317662685
        2.6339390031       25.1730023188
        2.7044909391       55.8024934667
        2.7750428751       36.7119438240
        2.8455948111       31.2071772978
        2.9161467472       25.5968067073
        2.9866986832        8.8233099224
        3.0572506192       18.7946484916
        3.1278025552        7.8207600498
        3.1983544913        4.2061903357
        3.2689064273        4.0029878922
        3.3394583633       95.4844177423
        3.4100102993       51.5573363682
        3.4805622354       13.3918175321
        3.5511141714       22.6972356194
        3.6216661074       16.9672142177
        3.6922180434       30.5033226823
        3.7627699795       21.8753408916
        3.8333219155       17.4975209279
        3.9038738515       27.2239221479
        3.9744257875       20.2201861090
        4.0449777236       11.1598390688
        4.1155296596       23.9482218848
        4.1860815956       37.1707038980
        4.2566335316       18.9681375815
        4.3271854677       23.8903537854
        4.3977374037       11.1154084002
        4.4682893397       24.2577378318
        4.5388412757       24.0022808594
        4.6093932118        9.0632219346
        4.6799451478        6.5706222708
        4.7504970838        0.0000000000
        4.8210490198       27.6094856773
        4.8916009559        6.9751332970
        4.9621528919       22.4885217471
        5.0327048279       30.4303861221
        5.1032567639       53.0975541904
        5.1738087000       25.6626857381
        5.2443606360       47.0740699158
        5.3149125720       24.7862350623
        5.3854645080       19.1518728367
        5.4560164441       15.4513297209
        5.5265683801       22.7656612565
        5.5971203161       20.3752669896
        5.6676722521       18.6448538104
        5.7382241882       18.9208143256
        5.8087761242       22.7761564488
        5.8793280602       21.0801319574
        5.9498799962       22.5912535010
        6.0204319323       39.9256622582
        6.0909838683       39.5415587831
        6.1615358043       28.7758628667
        6.2320877403       54.5391327710
        6.3026396764       45.9789137447
        6.3731916124       20.3166133240
        6.4437435484       41.8564614281
        6.5142954844       23.4419284444
        6.5848474205       32.5938890895
        6.6553993565       33.8382008951
        6.7259512925       31.0383773483
        6.7965032285       30.5577015372
        6.8670551646       14.1489079746
        6.9376071006       25.6793761410
        7.0081590366       18.3306557771
        7.0787109726       17.7450040950
        7.1492629087       44.5639718918
        7.2198148447       25.8146568642
        7.2903667807        8.3291471991
        7.3609187167       19.2189929263
        7.4314706528       33.9238828391
        7.5020225888       33.9183925317
        7.5725745248       67.8938876096
        7.6431264608       37.7891429880
        7.7136783969       26.5772426779
        7.7842303329       40.0317412580
        7.8547822689       66.6637770441
        7.9253342049       42.1861139705
        7.9958861410       38.7653522613
        8.0664380770       28.4880574107
        8.1369900130       30.4878150591
        8.2075419490       31.5911653298
        8.2780938851        0.5066182990
        8.3486458211       16.8983066556
        8.4191977571       39.3716928049
        8.4897496931       39.6294885791
        8.5603016292       31.8380863442
        8.6308535652       21.0975995139
        8.7014055012       33.8305497404
        8.7719574372       39.8608375975
        8.8425093733       57.4787800806
        8.9130613093       38.6116464335
        8.9836132453       44.1142630833
        9.0541651813       31.3482194416
        9.1247171174       44.0032650778
        9.1952690534       11.1479087490
        9.2658209894       38.1602953372
        9.3363729254       36.6603572247
        9.4069248615       39.4046011065
        9.4774767975       42.4289076604
        9.5480287335       60.2510702630
        9.6185806695       53.9207244788
        9.6891326056       43.8321488195
        9.7596845416       58.2634532233
        9.8302364776       74.2388192742
        9.9007884136       30.7100884165
        9.9713403497       40.3030551634
       10.0418922857       32.8756485452
       10.1124442217       12.2819433504
       10.1829961577       35.7838757045
       10.2535480938       28.3707452422
       10.3241000298       43.5467404242
       10.3946519658        9.1754678877
       10.4652039018       52.7371269150
       10.5357558379       72.5000923251
       10.6063077739       51.7911753631
       10.6768597099       31.0185277652
       10.7474116459       71.8286568248
       10.8179635820       29.1342710863
       10.8885155180       58.9959216209
       10.9590674540       11.3326623925
       11.0296193900       13.6781812665
       11.1001713261       30.0834967727
       11.1707232621        0.0000000000
       11.2412751981       45.9793244640
       11.3118271341       18.2059131908
       11.3823790702       16.2633988791
       11.4529310062       44.7638359258
       11.5234829422        9.8735415753
       11.5940348782       32.4433056808
       11.6645868143       41.4157726240
       11.7351387503       26.9772476409
       11.8056906863        0.0000000000
       11.8762426223        0.0000000000
       11.9467945584        0.0000000000
       12.0173464944        0.0000000000
       12.0878984304        0.0000000000
       12.1584503664        0.0000000000
       12.2290023025        0.0000000000
       12.2995542385        0.0000000000
       12.3701061745        0.0000000000
       12.4406581105        0.0000000000
       12.5112100466        0.0000000000
       12.5817619826        0.0000000000
       12.6523139186        0.0000000000
       12.7228658546        0.0000000000
       12.7934177907        0.0000000000
       12.8639697267        0.0000000000
       12.9345216627        0.0000000000
